;Year;Reciever;Grant size (DKK);Description;Region;Project Category;Project Subcategory
2450;2024;Arnborg forsamlingshus;"Støttet med
15.000 kr.";En overdækket terrasse;Region Midtjylland;LIV I DET LOKALE;Byggeri
2451;2024;Albertslund Kommune;"Støttet med
10.000 kr.";Vi spiser sammen i Albertslund;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2452;2024;Vejen Billard Klub;"Støttet med
40.000 kr.";Indkøb af 2 billardborde og 1 poolbord;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2453;2024;Spørring Borgerforening;"Støttet med
50.000 kr.";Helhedsløsning for Grøntoppen i Spørring;Region Midtjylland;LIV I DET LOKALE;Byggeri
2454;2024;Menighedsplejen for Tingbjerg Sogn og Diakoniens Hus;"Støttet med
9.900 kr.";Sundhed og fællesskab 2024;Region Hovedstaden;LIV I DET LOKALE;Honorar og løn
2455;2024;Den selvejende institution Hjørring Sommerspil;"Støttet med
30.000 kr.";"Opførelse af ""Vi maler byen rød: The Musical""";Region Nordjylland;LIV I DET LOKALE;Materialer
2456;2024;Blushøjspejderne, DDS;"Støttet med
10.000 kr.";Spejdertur til Ungdomsøen;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2457;2024;Above Ground - Pole & Aerial Studio;"Støttet med
40.000 kr.";Åbning af Above Ground;Region Syddanmark;LIV I DET LOKALE;Materialer
2458;2024;BTK 73;"Støttet med
50.000 kr.";Styrke bordtennis i Kolding blandt børn og unge;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2459;2024;Den selvejende Institution Bakkeskolehallen;"Støttet med
10.000 kr.";Hjertestarter Bakkeskolehallen;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2460;2024;Foreningen Gallery ArtTour;"Støttet med
15.000 kr.";UngKunst;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2461;2024;Teutonia, Nors Styrke og vægtløft;"Støttet med
40.000 kr.";Fornyelse af motionsmaskiner;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2462;2024;Ballen Havneforening;"Støttet med
50.000 kr.";Etablering af overdækket terasse og legeplads;Region Syddanmark;LIV I DET LOKALE;Byggeri
2463;2024;Foreningen Nysted Middelaldermarked;"Støttet med
40.000 kr.";Nysted middelaldermarked med kongeligt besøg;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2464;2024;BarNatur;"Støttet med
25.000 kr.";Saunavogn til BarNatur;Region Nordjylland;LIV I DET LOKALE;Materialer
2465;2024;Tst 79-Fodboldafd;"Støttet med
40.000 kr.";Trainee og juniortræner projekt;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2466;2024;Birkerød Ro- og Kajakklub;"Støttet med
50.000 kr.";Forbedre sikkerheden og oprette Juniorhold;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2467;2024;Wagandoo Spejdergruppe;"Støttet med
25.000 kr.";Mastesejl til Wagandoo Spejdergruppe;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2468;2024;Hjørring Rideklub;"Støttet med
14.000 kr.";Nordjyllands Hobby Horse Festival;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
2469;2024;Herning Forenede Håndboldklubber;"Støttet med
20.000 kr.";Nye bolde og udstyr;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2470;2024;Frederiksberg Forenede Boligselskaber;"Støttet med
30.000 kr.";Det grønne liv i Delehusene;Region Hovedstaden;LIV I DET LOKALE;Materialer
2471;2024;"Kegleklubben ""Alf"" Gråsten";"Støttet med
15.000 kr.";Synliggørelse og nye medlemmer;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2472;2024;Langelands Jazzklub;"Støttet med
10.000 kr.";Magi over Øhavet, koncertarrangement;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2473;2024;Hjerneskadeforeningen;"Støttet med
20.000 kr.";Festival på tværs;Region Sjælland;LIV I DET LOKALE;Honorar og løn
2474;2024;Sano;"Støttet med
40.000 kr.";Værk Festival i Sæby;Region Nordjylland;LIV I DET LOKALE;Honorar og løn
2475;2024;Operaen i Midten;"Støttet med
50.000 kr.";Evighedsscenografi - en bæredygtig scenografi;Region Midtjylland;LIV I DET LOKALE;Materialer
2476;2024;Den Jyske Opera;"Støttet med
20.000 kr.";Opera i Parken 2024;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2477;2024;Nord-Als Svømmeklub;"Støttet med
20.000 kr.";Livredderradioer;Region Syddanmark;LIV I DET LOKALE;Materialer
2478;2024;Big Heart Western Riders;"Støttet med
10.000 kr.";4 åbne arrangementer for alle interesserede;Region Sjælland;LIV I DET LOKALE;Arrangementer
2479;2024;Støtteforeningen for Naturhuset Skovlykke;"Støttet med
10.000 kr.";På cykeltur med Naturhuset Skovlykke;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
2480;2024;Arosia;"Støttet med
5.000 kr.";50 års jubilæumsfejring;Region Nordjylland;LIV I DET LOKALE;Honorar og løn
2481;2024;Vi Smitter Ikke;"Støttet med
30.000 kr.";Udstyr til udvikling af spillere;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2482;2024;Frivilligcenter Sorø;"Støttet med
150.000 kr.";Frivillighuset Dagligstuen;Region Sjælland;LIV I DET LOKALE;Renovering og istandsættelse
2483;2024;"""Linie 14""";"Støttet med
12.000 kr.";Linie 14 ud af huset;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2484;2024;Det maritime Værksted;"Støttet med
85.000 kr.";Restaurering af Kystfiskerjollen Lasse;Region Sjælland;LIV I DET LOKALE;Renovering og istandsættelse
2485;2024;Den Selvejende Institution Kvissel Stationsbygning;"Støttet med
75.000 kr.";Liv i Borgerhuset Kvissel Gamle Station;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
2486;2024;Copenhagen Pride;"Støttet med
100.000 kr.";Børne Pride 2024-25;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2487;2024;Frivilligcenter og Selvhjælp Svendborg;"Støttet med
50.000 kr.";Mere fællesskab - færre ensomme i Svendborg;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2488;2024;Københavns Kommune;"Støttet med
30.000 kr.";Vanløse Børneteaterfestival;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2489;2024;Frederikssund Tennis Klub;"Støttet med
40.000 kr.";Etablering af 2 nye Padel baner;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2490;2024;Faaborg-Midtfyn kommune;"Støttet med
15.000 kr.";Ord- og lydfestivalen Årslyd;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2491;2024;Venner af Mellerup Friskole og Naturbørnehus;"Støttet med
35.700 kr.";Multihus til uderum for ly, læring og fællesskab;Region Midtjylland;LIV I DET LOKALE;Byggeri
2492;2024;Roskilde Rollespilslaug - RRL;"Støttet med
50.000 kr.";Styrkelse af foreningsaktiviteter og grejbank;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2493;2024;Frøstrup Minilandsby;"Støttet med
7.500 kr.";Indkøb af TIG svejser;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2494;2024;Natteravnene Tårnby;"Støttet med
50.000 kr.";Natteravnene Tårnby;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2495;2024;Hørning Sonics;"Støttet med
10.000 kr.";Fællesskab i løb;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2496;2024;Ølstykke Open Air;"Støttet med
15.000 kr.";Ølstykke Open Air Film 2024;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2497;2024;Carolines Venner;"Støttet med
30.000 kr.";Caroline skal sejle med unge;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2498;2024;Fonden Copenhagen Opera Festival;"Støttet med
75.000 kr.";Opera i hverdagen styrker fællesskabet og glæden;Region Hovedstaden;LIV I DET LOKALE;Honorar og løn
2499;2024;Gl. Skørping Andelsforening;"Støttet med
37.923 kr.";Indvendige døre - tilbygning BUTIKKEN Gl. Skørping;Region Nordjylland;LIV I DET LOKALE;Byggeri
2500;2024;Den fynske Sangskole, Faaborg-mid;"Støttet med
100.000 kr.";"""En dreng som Carl - en operafortælling""";Region Syddanmark;LIV I DET LOKALE;Arrangementer
2501;2024;Gladsaxe Almennyttige Boligselskab;"Støttet med
11.000 kr.";Sammen med far.;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2502;2024;Livet er en Højskole;"Støttet med
20.000 kr.";Åben krea-workspaces;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2503;2024;Femø Beboerforening;"Støttet med
30.000 kr.";Femø Fortællefestival 2024;Region Sjælland;LIV I DET LOKALE;Honorar og løn
2504;2024;Skanderborg Brass Band;"Støttet med
10.000 kr.";Tilskud til køb af en Black Swamp lilletromme;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2505;2024;Næsborg, Tolstrup og Omegns Borgerforening;"Støttet med
15.000 kr.";Folkemødet Næsborg;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2506;2024;Bramming Klatreklub;"Støttet med
35.000 kr.";Etablering af klatrevæg;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2507;2024;Karlslunde Esport;"Støttet med
25.000 kr.";Fastholdelse og udvikling af medlemmer;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2508;2024;KULTVÆRS;"Støttet med
21.100 kr.";TWIST - musikfortællinger for og med børn;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2509;2024;Harrebylaug;"Støttet med
20.000 kr.";Hold festen lokalt;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2510;2024;Pailettens Fædregruppe;"Støttet med
12.000 kr.";Koloni-tur;Region Sjælland;LIV I DET LOKALE;Arrangementer
2511;2024;Kronhede Forsamlingshus;"Støttet med
40.000 kr.";Adgang for alle - Kronhede Forsamlingshus;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
2512;2024;Kernehuset i Brandstrup;"Støttet med
30.000 kr.";Sydlollands Hundeskov i Brandstrup;Region Sjælland;LIV I DET LOKALE;Materialer
2513;2024;Ulsted Boldklub;"Støttet med
50.000 kr.";Udendørs motionscenter/fitness park;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
2514;2024;Skanderborg Synger;"Støttet med
50.000 kr.";Fællessang i hele Skanderborg og Børnenes Sangdag;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2515;2024;De grønne pigespejdere i Aalholm;"Støttet med
20.000 kr.";Det usynlige spejderhus;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2516;2024;Bryndum Forsamlingshus;"Støttet med
40.000 kr.";Forbedring af lydforhold og energibesparelser;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2517;2024;Waterdrops;"Støttet med
20.000 kr.";Skur til udstyr;Region Syddanmark;LIV I DET LOKALE;Byggeri
2518;2024;Køge Havkajak;"Støttet med
30.000 kr.";Kajakker til opstart af uddannelse for nye medlemmer;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2519;2024;Vedbæk Sejlklub;"Støttet med
50.000 kr.";Støtte til surftrailer til Vedbæk Surfklub;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2520;2024;Lungeforeningen;"Støttet med
20.000 kr.";Seminar for Lungeforeningens frivillige 2024;Region Hovedstaden;LIV I DET LOKALE;Mindre faciliteter
2521;2024;Frederikshavn Golfklub;"Støttet med
50.000 kr.";En grønnere verden – også i den lokale golfklub;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2522;2024;Foreningen Tidlig Musik Bornholm;"Støttet med
4.500 kr.";Buxtehudekoncert i Østerlars Kirke;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2523;2024;Viborg Ro- og Kajakklub;"Støttet med
25.000 kr.";Liv i de gamle roere;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2524;2024;Foreningen for Integreret Moderne Dans i Danmark;"Støttet med
65.000 kr.";festival PÅ TVÆRS - en integreret kunstfestival;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2525;2024;Søhus Stige Boldklub;"Støttet med
15.000 kr.";Remedier til klubbens medlemmer;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2526;2024;Den selvejende institution PLEXUS Idom-Råsted;"Støttet med
30.000 kr.";Køkken til lystfiskere;Region Midtjylland;LIV I DET LOKALE;Materialer
2527;2024;Sankt Annæ Pigekor;"Støttet med
100.000 kr.";København Synger;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2528;2024;Midtfynssenior60+;"Støttet med
7.500 kr.";Udflugt med JK Busser til Silkeborg;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2529;2024;Aabenraa Byhistoriske Forening;"Støttet med
10.000 kr.";3 foreningers historiske og kulturture 2024;Region Syddanmark;LIV I DET LOKALE;Transport
2530;2024;Jammerbugt Landboungdom;"Støttet med
5.500 kr.";Indkøb af højtaler og mikrofon;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2531;2024;Venø Efterskole;"Støttet med
2.500 kr.";Særlig dag med særlige gæster;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2532;2024;MG & BK Fodboldafdeling;"Støttet med
50.000 kr.";Fodboldfestival for alle;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2533;2024;Svendborg Golf Klub;"Støttet med
50.000 kr.";Handicap Golf på Sydfyn;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2534;2024;Frederikshavn kommune;"Støttet med
25.000 kr.";KulturCamp 2024;Region Nordjylland;LIV I DET LOKALE;Materialer
2535;2024;Forsamlingshuset St. Restrup Friskole;"Støttet med
100.000 kr.";Grønt Aktivitetshus;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
2536;2024;Badekompagniet Sluseholmen;"Støttet med
50.000 kr.";Flydende sauna - Badekompagniet Sluseholmen;Region Hovedstaden;LIV I DET LOKALE;Byggeri
2537;2024;Green Forest Pipe Band;"Støttet med
12.500 kr.";Indkøb af nye uniformer og trommer;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2538;2024;Vikingeskibet Imme Bifrost;"Støttet med
30.000 kr.";Vind i håret og vikingedrømme i Aarhus;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2539;2024;Dansk Hæmokromatose forening - DHA - Danish Hemochromatosis Association;"Støttet med
8.000 kr.";Synliggørelse af kostens betydning;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2540;2024;Teaterforeningen For Helsingør Kommune;"Støttet med
50.000 kr.";Kunsten at Trives;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2541;2024;Sundhøj Børneby;"Støttet med
32.998 kr.";Udeliv i fokus;Region Syddanmark;LIV I DET LOKALE;Byggeri
2542;2024;Folkecykelløbet Lolland Rundt;"Støttet med
60.000 kr.";Folkecykelløbet Lolland Rundt 40-års jubilæum;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2543;2024;Give Håndboldklub;"Støttet med
25.000 kr.";Inventar til nyt Idrætscenter;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2544;2024;DCH Varde;"Støttet med
17.000 kr.";LED-lys og troldtektlofter i DcH-Varde;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2545;2024;Langå Venligboernes Cafe- og Haveforening.;"Støttet med
7.000 kr.";Venligboerne Langås Nyttehaver;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2546;2024;Foreningen Fortovsfest;"Støttet med
25.000 kr.";Fortovsfest 2024;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2547;2024;Textilskolen - Fri Fagskole S/I;"Støttet med
68.260 kr.";Fællesskab og samskabelse på Ungdomsøen;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2548;2024;Øernes mopaklub;"Støttet med
20.000 kr.";Projekt telt og bålgrej;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2549;2024;Usbekiske Initiativer;"Støttet med
8.300 kr.";Kulturelle initiativer til et mangfoldigt samfund;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2550;2024;Ærøskøbing Idrætsklub;"Støttet med
75.000 kr.";Basketballeksplosion på Ærø;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2551;2024;Skovshoved Sejlklub;"Støttet med
20.000 kr.";Træningssejlbåd J/80;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2552;2024;Nørre Alslev Gymnastikforening;"Støttet med
10.000 kr.";"""Hop i hallen"" - gratis bevægelse for byens børn";Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2553;2024;Danske Musik- og Kulturskoler;"Støttet med
30.000 kr.";Musikskoledage i Tivoli 2024;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2554;2024;Aabenraa Tennisklub;"Støttet med
5.000 kr.";Tennissjov for juniorer;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2555;2024;Galten Forenede Sportsklubber;"Støttet med
45.000 kr.";Byfestløbet i Galten;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2556;2024;LOF Vesthimmerland;"Støttet med
30.000 kr.";KulturDebatFestival;Region Nordjylland;LIV I DET LOKALE;Honorar og løn
2557;2024;Tietgen Festival;"Støttet med
25.000 kr.";Tietgen Festival 2024;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2558;2024;Con Brio-koret;"Støttet med
2.000 kr.";Con Brio-koret - Faure;Region Hovedstaden;LIV I DET LOKALE;Honorar og løn
2559;2024;FDF-Havdrup;"Støttet med
20.000 kr.";Havdrup Familieløb;Region Sjælland;LIV I DET LOKALE;Arrangementer
2560;2024;Brabrand Boligforening;"Støttet med
40.000 kr.";Sommer Sjov i Gellerup;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
2561;2024;Tangoforeningen for Næstved og Omegn;"Støttet med
10.000 kr.";Tangokoncert og PR;Region Sjælland;LIV I DET LOKALE;Arrangementer
2562;2024;Rollespil i Ryomgård;"Støttet med
90.000 kr.";Tolkienfestival;Region Midtjylland;LIV I DET LOKALE;Honorar og løn
2563;2024;Romdrup Klarup Samråd;"Støttet med
20.000 kr.";Opbevaringsløsning til materiel;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2564;2024;Sydfalster Idrætsforening;"Støttet med
40.000 kr.";Padel bane i Gedser;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2565;2024;Garn uden grænser;"Støttet med
25.000 kr.";Sønderborg Strikkefestival;Region Syddanmark;LIV I DET LOKALE;PR og kommunikation
2566;2024;Foreningen Gyldne Dage i Præstø;"Støttet med
40.000 kr.";Involverende gadeteater om krig og fred i Præstø;Region Sjælland;LIV I DET LOKALE;Honorar og løn
2567;2024;Vendsyssels Historiske Museum;"Støttet med
15.000 kr.";Revitalisering af jubilæumsudstilling;Region Nordjylland;LIV I DET LOKALE;Materialer
2568;2024;Fonden Kvadderkjær;"Støttet med
65.000 kr.";Kystnære fællesskaber på kanten;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
2569;2024;Ældre Sagen;"Støttet med
10.000 kr.";Danmark spiser sammen;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2570;2024;Ravnsbjerg Idrætsforening;"Støttet med
25.000 kr.";Super Saturday og afslutningsfest - Ungdom;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2571;2024;FDF Græsted;"Støttet med
17.000 kr.";Varmpumpe i Spejderhus;Region Hovedstaden;LIV I DET LOKALE;Renovering og istandsættelse
2572;2024;Idom-Råsted IF Hovedafdelingen;"Støttet med
8.867 kr.";Udvidelse af opstart på Bordtennis 50+;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
2573;2024;Aarslev Boldklub;"Støttet med
25.000 kr.";Sommerfest og stævne;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2574;2024;Østerbro Koncertforening;"Støttet med
40.000 kr.";Østerbro Kammermusikfestival 2024 | Celebration;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
2575;2024;Gadefesten i Landsbyen;"Støttet med
25.000 kr.";Gadefesten i Landsbyen på Nørrebro;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2576;2024;Byrum Dyreborg;"Støttet med
50.000 kr.";Kystlandsbyens fælles sauna & grejbank;Region Syddanmark;LIV I DET LOKALE;Mindre faciliteter
2577;2024;Børns Voksenvenner Slagelse og Omegn;"Støttet med
60.000 kr.";Store Legedag 2024;Region Sjælland;LIV I DET LOKALE;Arrangementer
2578;2024;Østfestival;"Støttet med
45.000 kr.";Østfestival 2024;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2579;2024;Lokalafdelingen Løgumkloster - Bredebro - Skærbæk i Ældre Sagen;"Støttet med
12.500 kr.";Danmark Spiser sammen i uge 17;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2580;2024;Højagercentrets Vennekreds;"Støttet med
5.000 kr.";50 stk. højskolesangbøger, melodibog og sanghåndbog;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2581;2024;Hobro Vinterbadeklub;"Støttet med
25.000 kr.";Ny omklædningsfacilitet;Region Nordjylland;LIV I DET LOKALE;Mindre faciliteter
2582;2024;Astrup Borger- og Forsamlingshus;"Støttet med
17.000 kr.";Liv i gårdhaven med bordbænkesæt;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2583;2024;Dalum Spejdercenter;"Støttet med
11.090 kr.";Værktøjskasser til aktiviteter;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2584;2024;Ældre Sagen;"Støttet med
10.000 kr.";Spis Sammen i Vildbjerg 23/4 og Aulum 25/4;Region Midtjylland;LIV I DET LOKALE;Arrangementer
2585;2024;Iværksætter Lolland;"Støttet med
40.000 kr.";Fællesskab på hjul 2.0;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2586;2024;TEMPI S/I;"Støttet med
50.000 kr.";European Folk Day 2024;Region Nordjylland;LIV I DET LOKALE;Arrangementer
2587;2024;FDF - Københavns Søkreds;"Støttet med
10.000 kr.";Nye Ankerkæder;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
2588;2024;Hjørring Gymnasium og HF-Kursus;"Støttet med
10.000 kr.";Stjerneforedrag på Hjørring Gymnasium;Region Nordjylland;LIV I DET LOKALE;Honorar og løn
2589;2024;Morud Bridge Klub;"Støttet med
15.000 kr.";Kortsorteringsmaskine og computer;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2590;2024;Stenbroens Barokdage;"Støttet med
40.000 kr.";Stenbroens Barokdage 2024;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
2591;2024;Gudmekoret;"Støttet med
9.000 kr.";Fælles kordag med åben afslutningskoncert;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2592;2024;KFUM-Spejderne, Ravsted Gruppe;"Støttet med
10.000 kr.";Luft til Luft varmepumpe;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
2593;2024;Rørvig Bridgeklub;"Støttet med
5.000 kr.";Computer til Rørvig Bridgeklub;Region Sjælland;LIV I DET LOKALE;Aktiviteter
2594;2024;Stevns Løbeklub;"Støttet med
7.000 kr.";GJORSLEV GODS LØBET 2024;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
2595;2024;Sønderborg kommune;"Støttet med
25.000 kr.";Jubilæumsfejring af Spillelyst og Harmoniorkester;Region Syddanmark;LIV I DET LOKALE;Arrangementer
2596;2024;Trekantens Amatør Scene;"Støttet med
15.000 kr.";Nyt lydudstyr til Trekantens Amatør Scene;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
2597;2024;Event Ejby;"Støttet med
10.000 kr.";Fest i Ejby Bypark 1. juni 2024;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
2598;2024;Horsens Boldklub;"Støttet med
15.000 kr.";Klubhus renovering;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
2599;2024;Danske Funktionærers Boligselskab;"Støttet med
866.000 kr.";Sammen om jorden - dyrkning i fællesskaber;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
2600;2024;Boligforeningen 3B;"Støttet med
740.000 kr.";Grøn oase til at spire fællesskaber;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
2601;2024;GLOSTRUP KOMMUNE;"Støttet med
235.050 kr.";Nordiske Lommeskove - Glostrup;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
2602;2024;Utterslev Moses Venner;"Støttet med
497.000 kr.";Bro og boardwalk i Kirkemosen;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
2603;2024;DEN SELV INST NORDDJURS FRISKOLE;"Støttet med
905.305 kr.";Den grønne aktivitetsplads;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
2604;2024;Byskolen Gnist S/I;"Støttet med
486.000 kr.";Lokalsamfundets nære uderum hos Byskolen Gnist;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
2605;2024;Bo i Lemvig;"Støttet med
276.154 kr.";Fællesskab og mere naturadgang i boligforeningen;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
2606;2024;Serritslev Borgerforening;"Støttet med
280.000 kr.";Kirkelunden;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
2607;2024;IDRÆTSKLUBBEN AALBORG CHANG;"Støttet med
1.000.000 kr.";Trappehaven - Aalborg Chang;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
2608;2024;Borgerforeningen Brønderslev Nord;"Støttet med
962.283 kr.";Ådalen Bypark;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
2609;2024;Eskilstrup By & Omegns Beboerforening;"Støttet med
432.029 kr.";Vores Vilde Bede - Aktivitetsområde;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
2610;2024;Ødsted Naturlegeplads forening;"Støttet med
300.000 kr.";Ødsted Naturlegeplads;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
2611;2024;Felstedegnens Borgerforening;"Støttet med
300.000 kr.";Byparken i Felsted – ”Leg, kultur og natur”;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
2612;2024;Børnekulturstedet Karens Minde;"Støttet med
480.000 kr.";Børnenes blå åndehuller;Region Hovedstaden;HER GROR VI;Faciliteter og aktiviteter
2613;2024;STRANDMØLLESKOLEN;"Støttet med
745.625 kr.";Det Grønne Læringsrum;Region Syddanmark;HER GROR VI;Faciliteter og aktiviteter
2614;2024;Kulturforeningen Aarhus Volume;"Støttet med
489.500 kr.";Brohaven;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
2615;2024;GERLEV IDRÆTSHØJSKOLE;"Støttet med
228.000 kr.";Gerlev Søen – genopretning formidling aktiviteter;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
2616;2024;BOLIGSELSKABET FRUEHØJGAARD;"Støttet med
992.500 kr.";Naturbånd i Afdeling Fruehøj;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
2617;2024;Sdr. Bork almene støtteforening;"Støttet med
768.750 kr.";Liv i Landsbyen;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
2618;2024;Den selvejende Institution Museum Vestsjælland;"Støttet med
590.308 kr.";Den historiske have vender hjem;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
2619;2024;Byklyngen Hurup Thy;"Støttet med
505.455 kr.";Hurups vilde oaser;Region Nordjylland;HER GROR VI;Faciliteter og aktiviteter
2620;2024;Purhus Idrætsforening;"Støttet med
419.350 kr.";Byens Have - fra jord til bord;Region Midtjylland;HER GROR VI;Faciliteter og aktiviteter
2621;2024;Nabofælleskabet Musicon;"Støttet med
289.200 kr.";Selvforsyning og socialt fællesskab i højden;Region Sjælland;HER GROR VI;Faciliteter og aktiviteter
