,Title,Grant size (DKK),Receiver,Project_category,Project_subcategory
1794,Familie- og forebyggelsescenter i Ilulissat (2010),13000000,Grønlands Selvstyre,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1795,Live skills education for successful social intregration after care (2010),891198,Association Demetra,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1796,Kék Vonal Computer Club Houses (2010),4400000,Kék Vonal Child Crisis Foundation,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1797,Opkvalificering og kompetenceudvikling af social-medarbejdere i de kommende familiecentre (2010),1700000,Sermersooq Kommune,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1798,Innate Immunity: Perception and Signalling by Bacteria and Bacterial Microbe-Associated Molecular Patterns (MAMPs) (2010),6100000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1799,Postdoc-program 2010-2011 (2010),40000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1800,Mossers økologiske funktion i Nordøst-grønlandske søer (2010),341600,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1801,Evolutionary Responses to Climate Change (2010),4099999,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1802,Kan luftforurening øge dannelsen af aerosoler fra naturlige forbindelser i atmosfæren? (2010),3400000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1803,Social Programme for Providing Services and Support to Children and Young People Leaving Social Care Institutions (2010),8500000,International Federation of Red Cross and Red Crescent Societies,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1804,Medicinsk mikrobiologisk forskning (2010),3700000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1805,Center for Environmental and Agricultural Microbiology - CREAM (2010),18000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1806,Center for Sørestaurering - CLEAR (2010),25000000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1807,Etablering af et kvartærtids argon-dateringslaboratorium - Quaternary Argon (2010),3500000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1808,Støtte til VKR-Center om biologiske effekter af klimaforandringer - CLIMAITE (2010),13000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1809,Støtte til ny udstillingsbygning til Moesgård Museum - Henning Larsens Tegnestue A/S (2010),8000000,Moesgaard Museum,Villum Fonden,Villum Fonden
1810,Visiting Professor Programme 2011-2012 (2010),1500000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1811,Dagslys og Bygningskomponentprisen 2010 (2010),7013,James Carpenter Design Associates,Villum Fonden,Villum Fonden
1812,Rainbow - Children and Youth Development Programme (2010),1400000,Workshop for Civic Initiatives Foundation,Kultur og samfund,Andre projekter
1813,Visiting Professor Programme 2011-2012 (2010),300000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1814,Visiting Professor Programme 2011-2012 (2010),1200000,Copenhagen Business School,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1815,Visiting Professor Programme 2010-2011 (2010),1000000,Det Kongelige Danske Kunstakademi,Villum Fonden,Villum Fonden
1816,Visiting Professor Programme 2011-2012 (2010),1500000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1817,Visiting Professor Programme 2011-2012 (2010),350000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1818,Visiting Professor Programme 2011-2012 (2010),1500000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1819,Visiting Professor Programme 2011-2012 (2010),1500000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1820,Visiting Professor Programme 2011-2012 (2010),1500000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1821,Visiting Professor Programme 2010-2011 (2010),1500000,Aalborg Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1822,Visiting Professor Programme 2010-2011 (2010),1000000,IT-Universitetet i København,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1823,Visiting Professor Programme 2010-2011 (2010),130000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1824,"Renovering af 4 elevatorer i hjemmet ""Ma Maison"" (2010)",1900000,VKR France,Kultur og samfund,Andre projekter
1825,Daylight Award 2011 (2010),745070,Lacaton & Vassal Architectes,Villum Fonden,Villum Fonden
1826,Visiting Professor Programme 2011-2012 (2010),800000,Arkitektskolen Aarhus,Villum Fonden,Villum Fonden
1827,Udstyr til undersøgelse af klimafølsomme materialer og konstruktionsdele (2010),1200000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1828,Villum Kann Rasmussens Årslegat 2011 - personlig andel (2010),500000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1829,Villum Kann Rasmussens Årslegat 2011 - institutionens andel (2010),2000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1830,Opførelse af Handicaporganisationernes Hus (2010),34000000,Danske Handicaporganisationer,Villum Fonden,Villum Fonden
1831,Opførelse af ny fritflyvningsvoliere for flamingoer (2010),8000000,Foreningen Zoos Dyrefond,Villum Fonden,Villum Fonden
1832,Opførelse af et bæredygtigt designværksted til brug for museets undervisningsaktiviteter (2010),10000000,Designmuseum Danmark,Villum Fonden,Villum Fonden
1833,Modernisering af fælleskøkkener samt overdækning af bygningsforbindelse på Villum Kann Rasmussen Kollegiet (2010),1900000,Danmarks Tekniske Universitet,Kultur og samfund,Andre projekter
1834,Udvidelse og modernisering af naturvidenskabelige lokaler (2010),3000000,Herlufsholm Skole og Gods,Kultur og samfund,Andre projekter
1835,Rovdyranlæg i Aalborg Zoo (2010),5000000,Aalborg Zoo,Villum Fonden,Villum Fonden
1836,Kunstmagasin til museets samling (2010),9100000,Louisiana Museum,Villum Fonden,Villum Fonden
1837,Etablering af pulje til projekter omkring børn og unge (2010),1200000,Grønlands Selvstyre,Kultur og samfund,Andre projekter
1838,Erhvervelse af bygningen Brende Mølle Elværk og vedligehold af bygning og omliggende vådområde (2010),2300000,Brende Mølle Fonden,Villum Fonden,Villum Fonden
1839,Etablering af Centre for Stochastic Geometry and Advanced Bioimaging - et VKR Center of Excellence (2009),25000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1840,"Casa Clementina, renovering , uddannelse og idespredning (2009)",1600000,Rumæniensprojektet af 1992,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1841,Microgrant projects in Bulgaria and Romania (2009),5200000,SOS Børnebyerne,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1842,"Etablering af VKR-centret NAnoMEChanical sensors and actuators, fundamentals and new directions - NAMEC (2009)",28000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1843,Visiting Professor Programme 2009-2010 (2009),900000,Aalborg Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1844,Silicon-thin solar cells - PLATOS (2009),11000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1845,Scanning Probe Microscopy Studies of Surface Reactions (2009),10000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1846,Visiting Professor Programme 2009-2010 (2009),1100000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1847,Visiting Professor Programme 2009-2010 (2009),500000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1848,Villum Kann Rasmussens Årslegat 2010 - institutionens andel (2009),2000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1849,Andersen Youth Centre (2009),4000000,Folkekirkens Nødhjælp,Kultur og samfund,Andre projekter
1850,Rummeligt informationssamfund for blinde og svagtseende børn og unge i Polen (2009),3000000,Synscenter Refsnæs,Kultur og samfund,Andre projekter
1851,Visiting Professor Programme 2009-2010 (2009),900000,Copenhagen Business School,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1852,Visiting Professor Programme 2009-2010 (2009),800000,Det Kongelige Danske Kunstakademi,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1853,Visiting Professor Programme 2009-2010 (2009),1000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1854,Coping with a serious illness (2009),6900000,Bátor Tábor Foundation,Kultur og samfund,Andre projekter
1855,Projekt: Børn og Omsorgssvigt (2009),1500000,Foreningen Grønlandske Børn,Kultur og samfund,Andre projekter
1856,FESCKE service handicap-projekt for børn og unge i Ungarn (2009),4600000,Hand in Hand Foundation,Kultur og samfund,Andre projekter
1857,Villum Kann Rasmussens Årslegat 2010 - personlig andel (2009),500000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1858,Femtosecond Laser Photochemistry (2009),615000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1859,Visiting Professor Programme 2009-2010 (2009),1200000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1860,Visiting Professor Programme 2009-2010 (2009),1200000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1861,Visiting Professor Programme 2009-2010 (2009),1200000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1862,Visiting Professor Programme 2009-2010 (2009),387613,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1863,Visiting Professor Programme 2009-2010 (2009),500000,Arkitektskolen Aarhus,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1864,"Apparatur til projektet ""Omvendt mikroskopi til detaljerede studier af mikroalgers morfologi, cytologi og fylogeni"" (2009)",830503,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1865,Dagslys og Bygningskomponentprisen 2010 (2009),750000,James Carpenter Design Associates,Villum Fonden,Villum Fonden
1866,"Opkvalificering af ansatte, som arbejder med udsatte børn og unge i Grønland (2009)",1900000,VIA University College,Kultur og samfund,Andre projekter
1867,Kapitalforhøjelse til Medarbejderfond for VKR Gruppen (2009),66000000,Medarbejderfond for VKR Gruppen,Villum Fonden,Villum Fonden
1868,En håndsrækning til hjemløse polakker til at vende hjem (2009),1400000,Kofoeds Skole,Kultur og samfund,Andre projekter
1869,Visiting Professor Programme 2009-2010 (2009),300000,"Handelshøjskolen, Aarhus Universitet",Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1870,Etablering af mikro-grant støttepulje for socialt udsatte børn og unge i Grønland (2009),1200000,Grønlands Selvstyre,Kultur og samfund,Andre projekter
1871,Financial support to improve vunerable children and young people’s social educational backgrounds (2009),5300000,Empowering Children Foundation,Kultur og samfund,Andre projekter
1872,Ny voksenafdeling og en ny afdeling for psykoterapi på Filadelfias Epilepsihospital (2009),12000000,Filadelfia,Villum Fonden,Villum Fonden
1873,Construction of two educational buildings (2008),6000000,Barka Foundation for Mutual Help,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1874,"Invasive insect species - monitoring, risk analysis and possible countermeasure - case study Harmonia axyridis (2008)",2800000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1875,Afholdelse af Den 44. Internationale Fysikolympiade i Danmark i 2013 (2008),1000000,Den Danske Fysikolympiade - Komite,Kultur og samfund,Andre projekter
1876,Etablering af Centre for NAnophotonics for TErabit Communications - NATEC (2008),25000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1877,Etablering af Centre for Modelling of Information Technology - MTLAB (2008),25000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1878,"Parasitter i fiskeæg forekomst, diversitet og effekter af parasitter og sygdomme i æg og larver af marine fisk i naturen (2008)",2800000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1879,Forskningsprojektet Strategic Implementation of Transport Biofuels: Impact on the Atmospheric Environment (2008),5000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1880,Restoration of the stained-glass windows in the Sainte-Chappelle built during the second half of 13th. Century by Louis (2008),37000000,Sainte-Chapelle,Kultur og samfund,Andre projekter
1881,Ny kryptologi (2008),4200000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1882,Villum Kann Rasmussen Professorat ved NBIA og oprettelse af fem to-årige postdoc-stillinger (2008),35000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Kann Rasmussen Professorat
1883,Villum Kann Rasmussen Professorat ved NBIA og oprettelse af fem to-årige postdoc-stillinger (2008),6400000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Villum Kann Rasmussen Professorat
1884,Fortsættelse af postdoc-programmet for 2008-2009 (2008),40000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1885,"Project ""SONNE"" (2008)",3700000,Artevent GmbH,Villum Fonden,Villum Fonden
1886,Marginmoms andel vedrørende Stradivarius Ex. L. (ialt kr. 800.000) (2008),110000,Det Kongelige Teater,Villum Fonden,Villum Fonden
1887,Renovering af svømmehallen på Synscenter Refnæs (2008),7300000,Synscenter Refsnæs,Kultur og samfund,Andre projekter
1888,Den molekylære evolution af nedbrydningsenzymer hos svampedyrkende myrers symbionter (2008),2000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1889,Renovering af vinduer og udskiftning af gasfyr (2008),288000,Rumæniensprojektet af 1992,Kultur og samfund,Andre projekter
1890,"Videnskabsformidlende film ""An Entangled World"" om quantecomputere (2008)",1500000,Masto Media,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1891,Kontrol af fotoner med overflade plasmoner (2008),10000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1892,Magentoencephalography at the Danish Neuroscience Center: From neurodegeneration to healthy brains (2008),8000000,Aarhus Universitetshospital,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1893,CO2-lagring i skovjord - betydning af kvælstof (C-For-Soil) (2008),3300000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1894,Villum Kann Rasmussens Årslegat 2009 - institutionens andel (2008),2000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1895,Villum Kann Rasmussens Årslegat 2009 - personlig andel (2008),500000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1896,Villum Kann Rasmussens Årslegat 2009 - institutionens andel (2008),2000000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1897,Villum Kann Rasmussens Årslegat 2009 - personlig andel (2008),500000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1898,Udskiftning af mørklægningsgardiner i Kofoeds Skoles kursuslokale (2008),58742,Kofoeds Skole,Kultur og samfund,Andre projekter
1899,Project Joint Action to Protect Children from Exploitation in Europe (2008),4600000,Terre des Hommes Foundation Lausanne,Kultur og samfund,Andre projekter
1900,Kapitalforhøjelse i Medarbejderfonden afdeling for støtte til medarbejdere og deres nærmeste familie (2008),34000000,Medarbejderfond for VKR Gruppen,Villum Fonden,Villum Fonden
1901,Dagslys og Bygningskomponentprisen (2008),750000,Individuals,Villum Fonden,Villum Fonden
1902,"Bygning til handicappede børn, unge og voksne i Ungarn (2008)",4500000,Foundation for Equal Rights,Kultur og samfund,Andre projekter
1903,Etablering af syv udslusningslejligheder (2008),2500000,Kvindehjemmet I København,Kultur og samfund,Andre projekter
1904,Videreførelse af tilskudsordningen til DNF i 2008/2009 (2008),1200000,Fonden Dansk Naturvidenskabsformidling,Miljø og klima,Miljø og klima
1905,Socialt center og lokale aktiviteter til støtte for udsatte børn og familier i Bulgarien (2008),5600000,Unicef Danmark,Kultur og samfund,Andre projekter
1906,Financial support to establish a daytime support center for homeless and exposed people (2008),6500000,Magyar Máltai Szeretetszolgálat,Kultur og samfund,Andre projekter
1907,Udgivelse af fagbog om socialpædagogisk støtte til udsatte børn i Grønland (2008),295000,Milik publishing ApS,Kultur og samfund,Andre projekter
1908,"Prepatory study, pilot project or project? (2008)",2500000,Gdanska Fundacja Innowacji Spolecznej,Kultur og samfund,Andre projekter
1909,Opførelse af gæsteboliger ved DTU (2008),8000000,Danmarks Tekniske Universitet,Villum Fonden,Villum Fonden
1910,"Tillægsbevilling til Ingeniørkollegiet, Apisseq, i Sisimiut (2008)",2500000,Fonden Grønlands ingeniørkollegium i Sisimiut,Kultur og samfund,Andre projekter
1911,Etablering af VKR Centre of Excellence Proactive Plants (Pro-Plant) (2007),25000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1912,Udvikling af en prototype til det planlagte SONG-netværk af små teleskoper til eftersøgning af extra-solare planetsystem (2007),10000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1913,Electronic Properties of DNA-Based Molecules - Single-Molecule Nanoscience (2007),7900000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1914,VKR-Center - forskning i biologiske effekter af klimaforandringer - CLIMAITE (2007),15000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1915,Postdoc-programmet 2006-2007 - tillægsbeviling (2007),10000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1916,"Du er ikke alene - krisehjælp, forebyggelse og støtte til reintegrering af udsatte unge og deres familier (2007)",4900000,Folkekirkens Nødhjælp,Villum Fonden,Villum Fonden
1917,Udgivelse af biografi om Hans Christian Ørsted på forlaget Gyldendal (2007),100000,Individuals,Villum Fonden,Villum Fonden
1918,"Ombytning af Stradivarius ex-Liebig-Schneiderhan med Guarneri del Gesu ex-Kreisler, ex-Moodie (violiner) (2007)",7800000,Det Kongelige Teater,Villum Fonden,Villum Fonden
1919,Undersøgelse af potentialet for anvendelse af makroalger til produktion af bioethanol (2007),2000000,Nationalt Center for Miljø og Energi,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1920,Villum Kann Rasmussens Årslegat 2008 - legatmodtagers andel (2007),500000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1921,Villum Kann Rasmussens Årslegat 2008 - Institutionens andel (2007),2000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1922,Brystkræftscreening ved brug af mikrobølger (2007),2800000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1923,Den genetiske baggrund for indavlsdepression: studier af voksendødelighed med bananfluer som model (2007),2000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1924,Svampekonsortier i vandskadede bygninger (2007),2700000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1925,Indoor Environment and Childrens' Health (2007),7000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1926,Window of opportunities - Nye muligheder for udsatte børn og unge i Polen (2007),8199999,Røde Kors,Villum Fonden,Villum Fonden
1927,HOBE - et hydrologisk observatorium og eksploratorium (2007),32000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1928,Reparation af enestående ure fra Observatoriet på Østervold (2007),853500,Københavns Universitet,Villum Fonden,Villum Fonden
1929,Fortsættelse af fodboldskoler på Balkan (2007),3000000,Cross Cultures Project Association - CCPA,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1930,"Indskud i H.K.H.Kronprinsesse Marys fond for støtte til sårbare børn, voksne og familier (2007)",10000000,Mary Fonden - H.M. Dronning Marys Fond,Villum Fonden,Villum Fonden
1931,Laserudstyr i forbindelse med studier af farvestofmolekyler i vakuum (2007),591500,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1932,"Renovering af hjem for ældre i Frankrig, Les Petites Soeurs des Pauvres (2007)",893500,VKR France,Villum Fonden,Villum Fonden
1933,Restaurering af St. Alexander Nevskij Kirken i København (2007),5000000,Sct. Georgs Gilderne i Danmark,Villum Fonden,Villum Fonden
1934,Etablering af center til støtte for udsatte børn i Warsawa (2007),5600000,Empowering Children Foundation,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1935,Etablering af 2 lejligheder til SOS familier i Polen (2007),2800000,SOS Børnebyerne,Villum Fonden,Villum Fonden
1936,Ferielejligheder til udsatte børn og udsatte familier (2007),2900000,Barka Foundation for Mutual Help,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1937,Etablering af ny permanent udstilling om Darwin og Evolutionen (2007),4400000,Københavns Universitet,Villum Fonden,Villum Fonden
1938,"Hospice i Lublin, Polen (2007)",276244,"The little Prince"" Hospice of Children in Lublin""",Villum Fonden,Villum Fonden
1939,Dagslys - og bygningskomponentpris 2008 (2007),750000,Individuals,Villum Fonden,Villum Fonden
1940,"Ombytning af Stradivarius ex-Liebig-Schneiderhan med Guarneri del Gesu ex-Kreisler, ex-Moodie (2007)",8000000,Det Kongelige Teater,Villum Fonden,Villum Fonden
1941,Restaurering af det tremastede sejlskib Loa (2007),500000,Tall Ship Aalborg Fonden,Kultur og samfund,Andre projekter
1942,"Værested for udsatte børn og unge i Upernavik, Grønland (2007)",10000000,Red Barnet,Villum Fonden,Villum Fonden
1943,Køb af ejendommen på Tuborg Havnevej 7 (2007),30000000,Experimentarium,Villum Fonden,Villum Fonden
1944,Nybygning til Skov & Landskab i København (2007),25000000,Københavns Universitet,Villum Fonden,Villum Fonden
1945,Center for Environmental and Agricultural Microbiology - CREAM (2006),25000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1946,Center for Sørestaurering - CLEAR (2006),25000000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1947,Renovering og indretning af et internationalt juridisk kollegium i København (2006),13000000,Københavns Universitet,Villum Fonden,Villum Fonden
1948,Etablering af nyt Velkomstcenter og Personalehus og nyt Skoletjenestehus (2006),12000000,Sagnlandet Lejre,Villum Fonden,Villum Fonden
1949,etablering af terrasse til børnehjem for mentalt og fysisk handicappede unge mellem 3 og 25 år (2006),120000,St. Joseph Children's Home,Villum Fonden,Villum Fonden
1950,Self-cannibalism as a virulence factor in plant pathogenic fungi (2006),5300000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1951,Etablering af et globalt teleskopnetværk (SONG). (2006),135000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1952,VKR-centret Bioinformatics (2006),24000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1953,Galathea 3: The marine carbon cycle from North to South along the Galathea route (2006),3000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1954,Galathea 3: Molecular data for analysing avian diversification across the Australasian archipelago (2006),600000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1955,Galathea 3: Polarhavenes DNA (2006),1000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1956,"Galathea 3: Den europæiske åls gydebiologi, rekruttering og genetiske bestandsstruktur i Sargasso Havet (2006)",2200000,Danmarks Fiskeriundersøgelser,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1957,Galathea 3: Tropiske Havgræsser (2006),300000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1958,Galathea 3: Organiske forureninger og metaller samt xenobiotica metaboliserende enzymer (2006),2100000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1959,Galathea 3: Undersøgelser af anfifryseproteinsystemer hos Antarktiske fisk (2006),300000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1960,Galathea 3: Lyd i oceanerne (2006),600000,Nationalt Center for Miljø og Energi,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1961,"Forsat forskning i Ceja de Montana, junglens øjenbryn - et forsvindende kulturlandskab. (2006)",3400000,Nationalmuseet,Villum Fonden,Villum Fonden
1962,Apparatur til gennemførelse af projektet BICOVER (2006),378450,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1963,Opbygning af apparatur til optisk karakterisering af mikro-bjælkesensorer (2006),346704,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1964,Historisk biogeografi af den sydlige halvkugles kontinenter belyst gennem en fylogenetisk analyse (2006),2000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1965,Metabonomisk Cancer-diagnostik (2006),7000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1966,Årslegat til Teknisk og Naturvidenskabelig Forskning - legatmodtagers andel (2006),500000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1967,Videreførelse af Fonden Dansk Naturvidenskabsformidling (2006),1200000,Fonden Dansk Naturvidenskabsformidling,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1968,Renovering af Sankt Annæ Salen og ny foyer adgang til Sankt Annæ Salen. (2006),3000000,Sankt Annæ Gymnasium,Kultur og samfund,Andre projekter
1969,Årslegat til Teknisk og Naturvidenskabelig Forskning - modtagende institution andel (2006),2000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1970,"Opførelse af kollegium med 42 boliger for ingeniørstuderende i Sisimiut, Grønland (2006)",20000000,Fonden Grønlands ingeniørkollegium i Sisimiut,Villum Fonden,Villum Fonden
1971,"Instrumentanskaffelse: Automated, Parallel Solid-Phase Peptide Synthesis (2006)",840000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
