,Title,Project Category,Receiver Name,Grant size (DKK)
1085,Kirsebærhavens Planteskole - et socialøkonomisk modelprojekt (2022),Sociale indsatser,Den Boligsociale Helhedsplan Mit Kvarter,"3,7 mio. kr."
1086,HackYourFuture Job-hub (2022),Sociale indsatser,HackYourFuture,"1,9 mio. kr."
1087,Esport som læringsrum og brobygger for udsatte unge på STU (2022),Human- og samfundsvidenskabelig forskning og kultur,Aalborg Universitet,"5,4 mio. kr."
1088,SAMVÆR: Støtte Og bæredygtig Udvikling i Udsatte børns hverdagsLiv (SOUL) (2022),Human- og samfundsvidenskabelig forskning og kultur,Aalborg Universitet,"5,5 mio. kr."
1089,DELTAG – Lærende arbejdsfællesskaber i ældrepleje (2022),Human- og samfundsvidenskabelig forskning og kultur,Professionshøjskolen Absalon,"5,5 mio. kr."
1090,Restaurering og bevaring af kragejollen Esther-Johanne (2022),Voksenlivets overgange og forandringer,Bådelauget Esther-Johanne,200.000 kr.
1091,Borgeres egne veje til klimadeltagelse (KLIMA-DEL) (2022),Human- og samfundsvidenskabelig forskning og kultur,Copenhagen Business School,"5,5 mio. kr."
1092,Tillid I (re)socialisErende Samtaler #TIES (2022),Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,"5,5 mio. kr."
1093,"Det bæredygtige hav - vidunderligt, vildt og vigtigt (2022)",Et hav i balance,Danmarks Naturfredningsforening,8 mio. kr.
1094,Udledning af urenset spildevand - fra regionalt momentum til national agenda (2022),Et hav i balance,Foreningen Rent Øresund,"1,3 mio. kr."
1095,NOIRs grønne øjne ser på klapning (2022),Et hav i balance,NOIR,796.000 kr.
1096,Indkøb af stolelift til klubhuset (2022),Voksenlivets overgange og forandringer,Bryggens Roklub,30.000 kr.
1097,Bordtennis for 60+ (2022),Voksenlivets overgange og forandringer,Bordtennisklubben HEP-Ringe,25.000 kr.
1098,Ekstraordinær donation til Ukraine - Ældre Ukrainske flygtninge i Danmark (2022),Voksenlivets overgange og forandringer,Dansk Flygtningehjælp Integration,5 mio. kr.
1099,Retinal blodprop som mulig markør for udvikling af demens: et nationalt registerstudie. (2022),Voksenlivets overgange og forandringer,Odense Universitetshospital,173.250 kr.
1100,Skønlitterær brobygning og medskabelse (2022),Sociale indsatser,Læseforeningen,"2,7 mio. kr."
1101,GirlTalk & Region Syddanmark. Et tværsektorielt samarbejde (2022),Sociale indsatser,GirlTalk,"4,9 mio. kr."
1102,Fællesskaber og trygge overgange for unge i psykiatrien (2022),Sociale indsatser,Ungdommens Røde Kors,"2,5 mio. kr."
1103,Mennesker har brug for mennesker (2022),Sociale indsatser,"Psykiatrien, Region Sjælland","5,8 mio. kr."
1104,Den Rullende Daghøjskole (2022),Sociale indsatser,Kompetencehuset,"2,1 mio. kr."
1105,Spil sammen! Udvikling af en ny fælles tilgang og metode for socialpsykiatri og civilsamfund (2022),Sociale indsatser,Socialt Udviklingscenter SUS,"4,5 mio. kr."
1106,Civilsamfundet og psykiatrien støtter voksne med senfølger efter seksuelle overgreb i barndommen i kritiske overgange (2022),Sociale indsatser,Center for Seksuelt Misbrugte - Syd - Frivilligsektion,"1,2 mio. kr."
1107,Lysets rolle når synet ændrer sig (2022),Voksenlivets overgange og forandringer,Aalborg Universitet,4 mio. kr.
1108,Lad børnene se (2022),Voksenlivets overgange og forandringer,Rigshospitalet,"6,3 mio. kr."
1109,Indkøb af inrigger robåd (2022),Voksenlivets overgange og forandringer,Hvidovre Roklub,150.000 kr.
1110,Anskaffelse af lette og flytbare borde (2022),Voksenlivets overgange og forandringer,Holbæk Kommune,25.000 kr.
1111,"Tillægsansøgning - ’Boundary work’ – nye grænseflader mellem stat, civilsamfund og flygtninge i (2022)",Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,421.403 kr.
1112,Indkøb af ny kortblander til Bridge (2022),Voksenlivets overgange og forandringer,Væggerløse Bridgeklub,38.000 kr.
1113,NET-OP Fase 2 (tillægsbevilling) (2022),Et hav i balance,Foreningen North Nature,140.000 kr.
1114,AI-baserede optiske sensorer til at understøtte restaurering af marint havmiljø i Danmark (2022),Et hav i balance,Danmarks Tekniske Universitet,"5,9 mio. kr."
1115,Bogudgivelse: Udstationeret (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),15.000 kr.
1116,Bogudgivelse: Parforholdets magi (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),12.500 kr.
1117,Bogudgivelse: Per Øhrgaard: Eftertanker (2022),Voksenlivets overgange og forandringer,U Press,15.000 kr.
1118,Bogudgivelse: Årgang Fucking fireogfirs fra Fortunen (2022),Voksenlivets overgange og forandringer,Forlaget Attika,7.500 kr.
1119,Indkøb af sangbøger (2022),Voksenlivets overgange og forandringer,"KOL-netværksgruppen, Brønderslev",8.400 kr.
1120,Bogudgivelse: Med ordhammeren i hånden (2022),Voksenlivets overgange og forandringer,Forlaget Bostrup,9.000 kr.
1121,Anskaffelse af maskiner og værktøj til træværkstedet (2022),Voksenlivets overgange og forandringer,Aktivitetshuset Wiedergården,44.000 kr.
1122,Foredragsholdere til arrangementer (2022),Voksenlivets overgange og forandringer,Ørum Borgerforening,20.000 kr.
1123,Bogudgivelse: Den globale nordbo (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),12.000 kr.
1124,Fornyelse og opdatering af teknisk udstyr (2022),Voksenlivets overgange og forandringer,The Gospellers,12.000 kr.
1125,Transportabelt højtaleranlæg (2022),Voksenlivets overgange og forandringer,Kirken i Kulturcenter Vendsyssel,30.000 kr.
1126,Bogudgivelse: Kærlighed og / eller Kærlighed (2022),Voksenlivets overgange og forandringer,Forlaget Ådalen,10.000 kr.
1127,Projektor og lærred (2022),Voksenlivets overgange og forandringer,Ulfborg Aktiv Center,7.700 kr.
1128,PC'ere og printer til datastue (2022),Voksenlivets overgange og forandringer,Tornby og Omegns Seniorer,12.000 kr.
1129,Indkøb af drejebænke til træværksted (2022),Voksenlivets overgange og forandringer,Kreativ Fritid Juelsminde,10.000 kr.
1130,Når mad skal dulme andet end sult (2022),Sociale indsatser,Foreningen Spiseforstyrelser og Selvskade,5 mio. kr.
1131,Sikkerhedsveste og andet udstyr til cykelture (2022),Voksenlivets overgange og forandringer,Bjæverskov i Bevægelse,19.000 kr.
1132,Materialer til vedligeholdelse samt anskaffelse af muslingrenser (2022),Voksenlivets overgange og forandringer,Aalborg Fjordhave,100.000 kr.
1133,Bogudgivelse: Pigen i Internettet (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),7.500 kr.
1134,Bogudgivelse: Mit livs rejse (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,18.750 kr.
1135,Bogudgivelse: Fra håbefuld bliktud til blind overlærer (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,10.000 kr.
1136,Anskaffelse af J70 sejlbåd (2022),Voksenlivets overgange og forandringer,Virksund Sejlklub,55.000 kr.
1137,Bogudgivelse: En gang til for prins Knud - en biografi om Birgitte Reimer (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,15.000 kr.
1138,Bogudgivelse: Mayday fra Skrågrund (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),5.000 kr.
1139,"Bridgemates, server og PC (2022)",Voksenlivets overgange og forandringer,Bridge 82,20.000 kr.
1140,Projekt LGBT+Hjemløshed (2022),Sociale indsatser,Projekt Udenfor,"4,1 mio. kr."
1141,Anskaffelse af kaffevogn (2022),Voksenlivets overgange og forandringer,A3-Foreningen den 3. alder,75.000 kr.
1142,Træf Fjordens Træbåde (2022),Voksenlivets overgange og forandringer,Skibslauget Arne og Jørgen,20.000 kr.
1143,Renovering af Lyngs Gamle Mølle (2022),Voksenlivets overgange og forandringer,Lyngs Gamle Mølle,100.000 kr.
1144,Kulturelle Frirum (2022),Sociale indsatser,Biblioteket Frederiksberg,605.000 kr.
1145,Kortblandemaskine (2022),Voksenlivets overgange og forandringer,Føvling Bridgeklub,25.000 kr.
1146,"Bogudgivelse: Gentofte, den gamle gartner Døllner! (2022)",Voksenlivets overgange og forandringer,"Trykkeren, v/Allan Andersen, AU-kommunikation",5.000 kr.
1147,Bogudgivelse: Mod sædvane – en fortælling om at skabe liv (2022),Voksenlivets overgange og forandringer,Forlaget Strandberg Publishing,15.000 kr.
1148,Kunstevent arrangeret af ældre (2022),Voksenlivets overgange og forandringer,Foreningen Vestjyllands Kunstpavillon,35.000 kr.
1149,Bogudgivelse: Wolfgang Fritz Haug: Det praksisfilosofiske blik fra neden. Kritiske bidrag 2013 – 2021 (2022),Voksenlivets overgange og forandringer,SFAH - Selskabet for Arbejderhistorie,20.000 kr.
1150,Bogudgivelse: Set i bakspejlet- barndoms- og ungdomserindringer (2022),Voksenlivets overgange og forandringer,Forlaget Anglomania,11.250 kr.
1151,Bogudgivelse: Ebbes Bådebyggeri (2022),Voksenlivets overgange og forandringer,Marstal Søfartsmuseum,10.000 kr.
1152,Opstart af kreativt værksted (2022),Voksenlivets overgange og forandringer,Ældre Sagen - Hovedkontor,20.000 kr.
1153,IT udstyr til internetsider og produktion af materialer og videomateriale (2022),Voksenlivets overgange og forandringer,Blixen Klub Danmark,40.000 kr.
1154,"Bogudgivelse: Grønland rundt - med telt og hammer - I samarbejde med chefgeolog, lektor og forfatter Henrik Stendal (2022)",Voksenlivets overgange og forandringer,Forlaget BogForm/Formprint,15.000 kr.
1155,Jubilæumsskrift: Jens Storm Schmidt. Min tid som guldgraver (2022),Voksenlivets overgange og forandringer,Egnshistorisk forening i tidligere Gedved Kommune,10.000 kr.
1156,Indkøb af 12 kontorstole og ombetrækning af 12 polsterstole (2022),Voksenlivets overgange og forandringer,Karup-Kølvrå Seniorklub,30.000 kr.
1157,Nyt træningsredskab (2022),Voksenlivets overgange og forandringer,Brugerrådet Folkehuset Harlev,22.900 kr.
1158,Bogudgivelse: A/S Fyens Glasværk - som leverandør af belysningsglas og som underleverandør (2022),Voksenlivets overgange og forandringer,Glashistorisk Selskab Aalborg 1976,10.000 kr.
1159,Feltsenge til frivillige seniorers lejrdeltagelse (2022),Voksenlivets overgange og forandringer,Det Danske Spejderkorps,15.000 kr.
1160,"Bogudgivelse: Poul Vad og Holstebro Kunstmuseum, en beretning om konsulenten og kunstbyen 1965-1981 (2022)",Voksenlivets overgange og forandringer,Holstebro Kunstmuseum,15.000 kr.
1161,PC og foredragsholdere (2022),Voksenlivets overgange og forandringer,Blixen Klub Allerød,20.000 kr.
1162,"FødevareBankens Aktive Ældre, i Odsherred (2022)",Voksenlivets overgange og forandringer,Foreningen Fødevarebanken,326.000 kr.
1163,Happy Day arrangement (2022),Voksenlivets overgange og forandringer,Foreningen International Day of Happiness,15.000 kr.
1164,Bogudgivelse: Kampen om broderierne 1850-1950 (2022),Voksenlivets overgange og forandringer,Museum Tusculanums Forlag,20.000 kr.
1165,Aktive ældre frivillige kvinders arbejde med at opkvalificere andre frivillige (2022),Voksenlivets overgange og forandringer,Verdens Kvinder i Danmark,15.000 kr.
1166,Udflugter og arrangementer (2022),Voksenlivets overgange og forandringer,Hjernesagen,10.000 kr.
1167,Bogudgivelse: H.C. Andersens billedkunst fortolket af Lars Ravn (2022),Voksenlivets overgange og forandringer,Syddansk Universitetsforlag,35.000 kr.
1168,Digitalisering af Folkemusikarkivet (2022),Voksenlivets overgange og forandringer,Museum Rebild,15.000 kr.
1169,Renovering og indretning af nyt klubhus (2022),Voksenlivets overgange og forandringer,Bridgeklubben af 1973 Hjørring,30.000 kr.
1170,Bogudgivelse: Lad strømperne tale (2022),Voksenlivets overgange og forandringer,Forlaget Trykværket,7.500 kr.
1171,Bogudgivelse: Tegninger og akvareller fra dejlige steder (2022),Voksenlivets overgange og forandringer,Forlaget Ådalen,10.000 kr.
1172,Indkøb af aflåselige skabe (2022),Voksenlivets overgange og forandringer,Visborg Omsorgsklub,16.000 kr.
1173,Materialer til renovering af Utzon 45 m2 spidsgatter fra 1927 (2022),Voksenlivets overgange og forandringer,Foreningen Bådelauget Delfin,10.000 kr.
1174,Bogudgivelse: EU og TV 2. Mediesystemisk analyse af udviklingen 1959-2005 (2022),Voksenlivets overgange og forandringer,Aarhus Universitetsforlag,20.000 kr.
1175,Bogudgivelse: Tigertanker (2022),Voksenlivets overgange og forandringer,Forlaget Ådalen,10.000 kr.
1176,Bogudgivelse: Om at ældes (2022),Voksenlivets overgange og forandringer,Skjødt Forlag,20.000 kr.
1177,"Bogudgivelse: Maleri & mirakler, en bog om at forandre sit liv og om at male (2022)",Voksenlivets overgange og forandringer,Arttone,10.000 kr.
1178,Bogudgivelse: Timeslag (2022),Voksenlivets overgange og forandringer,Forlaget Gyldendal,15.000 kr.
1179,"Bogudgivelse: Roskilde Festival, Musik 1983-2022 – en fotobog (2022)",Voksenlivets overgange og forandringer,Bogforlaget Frydenlund,15.000 kr.
1180,Bogudgivelse: Himmelveje (2022),Voksenlivets overgange og forandringer,Forlaget BogForm/Formprint,10.000 kr.
1181,SynsExpo - yderligere events (2022),Voksenlivets overgange og forandringer,Komitéen for Sundhedsoplysning,656.050 kr.
1182,Mandfolk - ordentlig snak om modne mænd - Aktive seniorer laver podcast (2022),Voksenlivets overgange og forandringer,Foreningen Halv12,70.000 kr.
1183,Bogudgivelse: Skodder / Persianes (2022),Voksenlivets overgange og forandringer,Forlaget Mirall,10.000 kr.
1184,Etablering af Sansehave (2022),Voksenlivets overgange og forandringer,Hvidovre Kommune,12.000 kr.
1185,Mærk Livet - rykker ud (2022),Voksenlivets overgange og forandringer,Foreningen Mærk Livet,4.000 kr.
1186,Anskaffelse af høreteknisk hjælp (teleslynge) og TV (2022),Voksenlivets overgange og forandringer,Bo-Vita/ Bo-Vest,35.000 kr.
1187,Træningsfaciliteter til Gråsten Ro- og Kajakkklub (2022),Voksenlivets overgange og forandringer,Gråsten Ro- og Kajakklub,20.000 kr.
1188,Container til opbevaring af udstyr (2022),Voksenlivets overgange og forandringer,Waterdrops,25.000 kr.
1189,Fitnessmaskiner (2022),Voksenlivets overgange og forandringer,Foreningen Thorshøj Gamle Skole,90.000 kr.
1190,Støtte til oprettelse af Lauget Kongechaluppen (2022),Voksenlivets overgange og forandringer,Lauget Kongechaluppen,125.000 kr.
1191,Leg & Lær i Lengasti (2022),Voksenlivets overgange og forandringer,Foreningen Masaibarn,17.300 kr.
1192,Foredragsholdere til aftenarrangementer for alle +60 (2022),Voksenlivets overgange og forandringer,Grønnegadecentret,10.000 kr.
1193,Projekt insekthoteller (2022),Voksenlivets overgange og forandringer,Esbjerg Naturplejeforening,69.500 kr.
1194,Kortblandemaskine og mapper (2022),Voksenlivets overgange og forandringer,Ældre Sagen - Hovedkontor,27.000 kr.
1195,Bogudgivelse: Strib-sangbog. Sange sunget i Strib gennem 100 år (2022),Voksenlivets overgange og forandringer,Vejlby-Strib Lokalhistoriske Forening,11.250 kr.
1196,Genoptagelse af integreret udviklingsarbejde i et lokalområde i Nepal (2022),Voksenlivets overgange og forandringer,BelhiGruppen Nepal,50.000 kr.
1197,Udstyr til tæppecurling og renovering af billardbord (2022),Voksenlivets overgange og forandringer,SeniorCentret Sct. Josef,80.000 kr.
1198,Bogudgivelse: Gregers (2022),Voksenlivets overgange og forandringer,Historia Group Forlag Aps,25.000 kr.
1199,Bogudgivelse: Pigen på balkonen (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),15.000 kr.
1200,Udskiftning af træningsmaskiner (2022),Voksenlivets overgange og forandringer,Herning Kommune,100.000 kr.
1201,Indkøb af minivalse (2022),Voksenlivets overgange og forandringer,"Rosengårdcentret, Centerrådet",5.500 kr.
1202,Bogudgivelse: 10 år med KulturCosmos (2022),Voksenlivets overgange og forandringer,KulturCosmos,11.250 kr.
1203,Bogudgivelse: Hvem rørte ved mig (2022),Voksenlivets overgange og forandringer,Visdomsbøgerne,10.000 kr.
1204,Bogudgivelse: Stjernehvælvet i Østofte Kirke (2022),Voksenlivets overgange og forandringer,Østofte Sogns Menighedsråd,10.000 kr.
1205,Naboaktiviteter for ældre og andre i Pilevænget og Højvænget (2022),Voksenlivets overgange og forandringer,DOMI Bolig,16.600 kr.
1206,Bogudgivelse: Vendepunkter (2022),Voksenlivets overgange og forandringer,Kristeligt Dagblads Forlag,25.000 kr.
1207,Bogudgivelse: Tobakspigerne (2022),Voksenlivets overgange og forandringer,Forlaget Hovedland,15.000 kr.
1208,Døve seniorer på udflugt i Harzen (2022),Voksenlivets overgange og forandringer,Fyns Døveforening,20.000 kr.
1209,Bogudgivelse: Den danske filosofis historie (2022),Voksenlivets overgange og forandringer,Forlaget Lindhardt og Ringhof,35.000 kr.
1210,Indkøb af 3 PC'er (2022),Voksenlivets overgange og forandringer,Danske Seniorer,10.000 kr.
1211,Bogudgivelse: Storm P - Klovn i livets cirkus (2022),Voksenlivets overgange og forandringer,Forlaget Hovedland,15.000 kr.
1212,Tilskud til Fyns Døve Whist (2022),Voksenlivets overgange og forandringer,Fyns Døveforening,19.000 kr.
1213,Bogudgivelse: En købmand i Kalundborg. Frederik Borthig 1699-1750. Livet i en dansk købstads overklasse (2022),Voksenlivets overgange og forandringer,Syddansk Universitetsforlag,15.000 kr.
1214,Floorball for seniorer (2022),Voksenlivets overgange og forandringer,Senioridrætten i Ullerslev,23.500 kr.
1215,Indkøb af Duo-cykel (2022),Voksenlivets overgange og forandringer,Pårørenderådet for Fjordstjernen,60.000 kr.
1216,Indkøb af bådrampe (2022),Voksenlivets overgange og forandringer,Vordingborg Ro- og Kajakklub,75.000 kr.
1217,Produktion af video og andet materiale i forbindelse med 25 års jubilæum (2022),Voksenlivets overgange og forandringer,Dansk Flygtningehjælp,44.000 kr.
1218,Renovering af køkken i Ensted sogns seniorklub (2022),Voksenlivets overgange og forandringer,Ensted Sogns Seniorklub,5.000 kr.
1219,Bogudgivelse: Hvis det bliver mørkt (2022),Voksenlivets overgange og forandringer,Jensen & Dalgaard Forlag,10.000 kr.
1220,Bogudgivelse: Europa i værdighedens navn (2022),Voksenlivets overgange og forandringer,ALLGOpress,10.000 kr.
1221,To nye 1/1 match billardborde (2022),Voksenlivets overgange og forandringer,Nordals Billard Klub,40.000 kr.
1222,"Bogudgivelse: FDF Mellerup Centret, fra landsbyskole til moderne landsdelscenter (2022)",Voksenlivets overgange og forandringer,FDF,11.250 kr.
1223,Bogudgivelse: Landskabsmaleri (2022),Voksenlivets overgange og forandringer,Malerskolen i Ballen,10.000 kr.
1224,Bogudgivelse: Glemte minder (2022),Voksenlivets overgange og forandringer,c.iv.s.s.,7.500 kr.
1225,Bogudgivelse: Lær at elske RAPAKIVI (2022),Voksenlivets overgange og forandringer,Den Fynske Stenklub,20.000 kr.
1226,Fornyelse af bridge materiel i Ballerup Bridge Club (2022),Voksenlivets overgange og forandringer,Ballerup Bridge Club,30.000 kr.
1227,Bogudgivelse: Kære sprogdoktor (2022),Voksenlivets overgange og forandringer,Forlaget Skulkenborg,10.000 kr.
1228,"Bog: Life and Death in 3rd Century Vorbasse, case study of Late Roman Society in Jutland and surrounding Areas, I-II (2022)",Voksenlivets overgange og forandringer,Museum Sønderjylland,35.000 kr.
1229,Bogudgivelse: Logbogen (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),15.000 kr.
1230,Japansk kulturdag for aktive ældre i Klub Japan (2022),Voksenlivets overgange og forandringer,Klub Japan,10.000 kr.
1231,Filmudgivelse: Kha (2022),Voksenlivets overgange og forandringer,,15.000 kr.
1232,Bridgemate 2 med udstyr (2022),Voksenlivets overgange og forandringer,Hadsund Bridgeklub,20.000 kr.
1233,Højtalere og forstærker til eksisterende teleslyngeanlæg (2022),Voksenlivets overgange og forandringer,Tønder Kommune,7.500 kr.
1234,Bogudgivelse: Vingeskudt af voksne (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,10.000 kr.
1235,Køb af inrigger-robåd (2022),Voksenlivets overgange og forandringer,Horsens Roklub,55.000 kr.
1236,Indkøb af grafisk trykpresse (2022),Voksenlivets overgange og forandringer,Malergruppen GangArt,10.000 kr.
1237,Bogudgivelse: Mine erindringer (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,10.000 kr.
1238,Opdatering af lydsystem (2022),Voksenlivets overgange og forandringer,"Brugerrådet, Aktivitetscentret Englystparken",50.000 kr.
1239,Bogudgivelse: Sofiegården (2022),Voksenlivets overgange og forandringer,Historia Group Forlag Aps,12.000 kr.
1240,Forprojekt - Bæredygtig bydel (2022),Voksenlivets overgange og forandringer,Foreningen Bæredygtig bydel,20.000 kr.
1241,Bogudgivelse: Sovjetunionens Militærdoktrin (1978) (2022),Voksenlivets overgange og forandringer,Historia Group Forlag Aps,10.000 kr.
1242,Bogudgivelse: Ingen gider da at læse den bog - Gerda Pedersens erindringer (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),10.000 kr.
1243,Bridgemates og PC (2022),Voksenlivets overgange og forandringer,HGC Bridge Club,19.450 kr.
1244,Bogudgivelse: Georg Bidstrup & John C. Campbell Folk School - en dansker i North Carolina – USA (2022),Voksenlivets overgange og forandringer,Forlaget Solvang,20.000 kr.
1245,Bogudgivelse: Musik og gåsehud - Tritonus: Djævelen i musikken (2022),Voksenlivets overgange og forandringer,Clemmer Du I/S,7.500 kr.
1246,Elektroniske tælleværker til billardborde (2022),Voksenlivets overgange og forandringer,Brande Billardklub,25.000 kr.
1247,Forundersøgelselse af Mylius-Erichsen-stenen (2022),Velux Fonden,Nationalmuseet,612.000 kr.
1248,Julekoncert 2022 - På vej til jul i forskellige lande (2022),Voksenlivets overgange og forandringer,Foreningen Sange fra Broen,19.000 kr.
1249,Anskaffelse af duo-cykel (2022),Voksenlivets overgange og forandringer,Verdens Kvinder i Danmark,40.000 kr.
1250,Bogudgivelse: Duften fra Himlen (2022),Voksenlivets overgange og forandringer,Historia Group Forlag Aps,10.000 kr.
1251,Bogudgivelse: At ride på en bølge (2022),Voksenlivets overgange og forandringer,Forlaget Ådalen,15.000 kr.
1252,Bogudgivelse: Dagbog fra Iran (2022),Voksenlivets overgange og forandringer,Forlaget Ådalen,15.000 kr.
1253,Writer-in-residence - Sørine Steenholdt (2022),Human- og samfundsvidenskabelig forskning og kultur,Grønlands Universitet,599.970 kr.
1254,Udgivelse af bogen: Caravaggio - En rejse i tid og sted (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
1255,Bogudgivelse: Stærke indicier. Højbjergmordet 10. november 1967 (2022),Voksenlivets overgange og forandringer,Forlaget Trykværket,9.000 kr.
1256,Bogudgivelse: Den surrealistiske barber (2022),Voksenlivets overgange og forandringer,Andelsforlaget Ravnerock,4.000 kr.
1257,Musikalsk ældreprojekt med Rock Nalle (Roland Lyhr Sørensen) (2022),Voksenlivets overgange og forandringer,Forlaget Skulkenborg,10.000 kr.
1258,Bogudgivelse: Dronning Margrethe og kongeslægten. Mine oplevelser med kongehuset (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),15.000 kr.
1259,Bogudgivelse: Nærvær og fravær (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
1260,Udstyr til virtuel cykeltræning (2022),Voksenlivets overgange og forandringer,Cykelglæden,45.000 kr.
1261,Writer-in-residence - René Jean Jensen (2022),Human- og samfundsvidenskabelig forskning og kultur,Aalborg Universitet,599.760 kr.
1262,Writer-in-residence - Peder Frederik Jensen (2022),Human- og samfundsvidenskabelig forskning og kultur,Aarhus Universitet,599.494 kr.
1263,Writer-in-residence - Alen Meskovic (2022),Human- og samfundsvidenskabelig forskning og kultur,Syddansk Universitet,599.550 kr.
1264,Writer-in-residence - Maja Lee Langvad (2022),Human- og samfundsvidenskabelig forskning og kultur,Syddansk Universitet,599.500 kr.
1265,Writer-in-residence - Anna Malan Jógvansdóttir (2022),Human- og samfundsvidenskabelig forskning og kultur,Fróðskaparsetur Føroya / Færøernes Universitet,599.996 kr.
1266,Bogudgivelse: Budskab i billeder (2022),Voksenlivets overgange og forandringer,Forlaget Eksistensen,7.500 kr.
1267,Toiletter til Kulturcentret (2022),Voksenlivets overgange og forandringer,Frivilliggruppen under Sønderby Kultur og Bryghus,32.000 kr.
1268,Bogudgivelse: Det perplekse spejl (2022),Voksenlivets overgange og forandringer,Dråben Forlagsvirksomhed,20.000 kr.
1269,Pink Tribute Fundraising Event 2022 (2022),Voksenlivets overgange og forandringer,Pink Tribute Denmark,10.000 kr.
1270,Bogudgivelse: Stenkastnotater (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),7.500 kr.
1271,Udstyr til vedligeholdelse af udstillingsareal (2022),Voksenlivets overgange og forandringer,Foreningen Løkken Miniby,50.000 kr.
1272,"Bogudgivelse: Duke, mig og alle de andre (2022)",Voksenlivets overgange og forandringer,LaserTryk.dk,20.000 kr.
1273,Bogudgivelse: Kommentar til Benedikts Regel (2022),Voksenlivets overgange og forandringer,Katolsk Forlag,20.900 kr.
1274,Udstilling af genstande fra Den Kolde Krig (2022),Voksenlivets overgange og forandringer,Flyvevåbnets Historiske Samling,100.000 kr.
1275,Bogudgivelse: Kommentar til Romerbrevet (2022),Voksenlivets overgange og forandringer,Forlaget Eksistensen,10.000 kr.
1276,Balancetræning (2022),Voksenlivets overgange og forandringer,Aktivitetshuset Wiedergården,25.000 kr.
1277,DUO 2-personers samtalecykel (2022),Voksenlivets overgange og forandringer,Støtteforeningen for Løgstrup Friplejehjem,30.000 kr.
1278,Udstillingen Artefakt - Naturen genskabt (2022),Voksenlivets overgange og forandringer,Mariagerfjord Kunstforening,27.000 kr.
1279,Velo Plus Cykel (2022),Voksenlivets overgange og forandringer,Bålhøj Centrets Venner,40.000 kr.
1280,"Senager - love, en musikalsk teaterforestilling (2022)",Voksenlivets overgange og forandringer,Svendborg Senior Scene,20.000 kr.
1281,Aktiviteter ved 125 års jubilæum (2022),Voksenlivets overgange og forandringer,Kolding Husflidsforening,35.000 kr.
1282,Bord-/bænkesæt og udstyr til krolf (2022),Voksenlivets overgange og forandringer,Jetsmark Pensionistforening,24.000 kr.
1283,Reparation af museumsskibet Gl.Turisten (2022),Voksenlivets overgange og forandringer,Ferskvandsmuseumsforeningen,50.000 kr.
1284,Bogudgivelse: I øjesyn. Mine dokumentarfilm og andre fortællinger (2022),Voksenlivets overgange og forandringer,Bogforlaget Frydenlund,15.000 kr.
1285,Vedligehold af Krolfbane (2022),Voksenlivets overgange og forandringer,Ældre Sagen Hinnerup,5.000 kr.
1286,Bogudgivelse: Mine svanesange - forfattet af afdøde Ole Jensen (2022),Voksenlivets overgange og forandringer,Forlaget Klim,15.000 kr.
1287,Anskaffelse af PC og printer (2022),Voksenlivets overgange og forandringer,Bridgeklubben Skovsbo,5.500 kr.
1288,Senioridræt 60+ i Farstrup Boldklub (2022),Voksenlivets overgange og forandringer,Farstrup Boldklub,10.000 kr.
1289,Kvinder 60+ i front på den grønne omstilling (2022),Voksenlivets overgange og forandringer,Blixen Klub Stevns,50.000 kr.
1290,Indkøb af computer og projektor (2022),Voksenlivets overgange og forandringer,Hemingway Club Roskilde,10.000 kr.
1291,Kurser for museumsforeninger (2022),Voksenlivets overgange og forandringer,SAMMUS - Danske Museumsforeninger,42.600 kr.
1292,Frivilliges etablering af toilet og bad (2022),Voksenlivets overgange og forandringer,Grænge Beboerforening,25.000 kr.
1293,Bogudgivelse: Sjælesorgens poetik af Elmo Johannes Grube Due (2022),Voksenlivets overgange og forandringer,Forlaget Eksistensen,7.500 kr.
1294,"Kunstige tårer, konserveringsmidler og hva' så? (2022)",Voksenlivets overgange og forandringer,Københavns Universitet,145.000 kr.
1295,Bogudgivelse: Livslyst (2022),Voksenlivets overgange og forandringer,Forlaget Ådalen,7.500 kr.
