,Year,Reciever,Grant size (DKK),Description,Project Category
6940,2013,"Fanø Ro- og Kajakklub, Syddanmark",16.400 kr.,Kajaksikkerhedsudstyr indkøb,GAMMELT
6941,2013,"DGI-huset Århus, Midtjylland",15.000 kr.,førstehjælp til instruktører,GAMMELT
6942,2013,"Primilejr Fyn, Ungdommens Røde Kors, Syddanmark",35.000 kr.,"primilejr, ungdommen røde kors",GAMMELT
6943,2013,"Skærbæk Bådeklub, Syddanmark",5.500 kr.,Redningsveste til windsurfing,GAMMELT
6944,2013,"DII Kærgården, Midtjylland",10.000 kr.,Kursus i førstehjælp af børn,GAMMELT
6945,2013,"Trivselshuset Bispehaven - Østjysk Bolig, Midtjylland",10.000 kr.,Bjørnebandens Sommerlejr 2013,GAMMELT
6946,2013,"Aarhus Roklub, Midtjylland",9.400 kr.,Indkøb af redningsveste,GAMMELT
6947,2013,"Ebeltoft Ro- og Kajakklub, Midtjylland",10.000 kr.,Sikkerhed til søs,GAMMELT
6948,2013,"Egå Marina lystbådehavn, Midtjylland",5.000 kr.,Skab til hjertestarter,GAMMELT
6949,2013,"Bork Både Laug, Midtjylland",100.000 kr.,Stiger på Bork Havn,GAMMELT
6950,2013,"Silkeborg Kajakklub, Midtjylland",11.200 kr.,Sikkerhedsveste til træning,GAMMELT
6951,2013,"Sallingsund Sejlklub, Midtjylland",10.000 kr.,GlyngSurf,GAMMELT
6952,2013,"Skærbækkajakklub, Syddanmark",12.250 kr.,Svømmeveste til kajakklub,GAMMELT
6953,2013,"Herning Svømmehal, Midtjylland",5.000 kr.,Genoplivningsdukker,GAMMELT
6954,2013,"Ebeltoft Ro- og Kajakklub, Midtjylland",10.000 kr.,Førstehjælpskursus,GAMMELT
6955,2013,"Søndre Skole, Koldingvej 114, Viborg, Midtjylland",8.250 kr.,Udstyr til bassinlivredderkurser,GAMMELT
6956,2013,"Bo og Job Uddannelsen Horsens, Midtjylland",768.200 kr.,Move,GAMMELT
6957,2013,"IF Lyseng Svømning, Midtjylland",15.100 kr.,Førstehjælpskurser,GAMMELT
6958,2013,"FDF Vejle 1, Syddanmark",29.000 kr.,Redningsveste,GAMMELT
6959,2013,"Østjyllands Politi, Midtjylland",4.500 kr.,indkøb af minicykel,GAMMELT
6960,2013,"Skovgades Plejehjem, Syddanmark",25.000 kr.,Indkøb af el-kørestol,GAMMELT
6961,2013,"Børne- og ungdomspsykiatri Odense, , Syddanmark",125.000 kr.,Etablering af multibane,GAMMELT
6962,2013,"Foreningen Læger for Fremme af Førstehjælp, Syddanmark",43.866 kr.,Førstehjælp i børnehøjde,GAMMELT
6963,2013,"Rougsøhallen, Midtjylland",5.000 kr.,hjertestarter kursus,GAMMELT
6964,2013,"Børneterapien, Odense Kommune, Syddanmark",250.000 kr.,Intervention til børn med CP,GAMMELT
6965,2013,"Egebakken Specialskole, Nordjylland",1.500 kr.,Indkøb af 7 cykelhjelme,GAMMELT
6966,2013,"Fyns politi, Syddanmark",15.000 kr.,Hjelmen kan redde dit liv!,GAMMELT
6967,2013,"Ansat ved Vejle kommune, Syddanmark",4.000 kr.,Indkøb af cykelhjelme,GAMMELT
6968,2013,"KFUM-Spejderne - Kongeå Distrikt, Syddanmark",15.000 kr.,Indkøb af førstehjælpsmateriel,GAMMELT
6969,2013,"KFUM-Spejderne - Føvling Gruppe, Syddanmark",9.524 kr.,Indkøb af førstehjælpsdele,GAMMELT
6970,2013,"Rødding Frivillige Brandværn, Syddanmark",20.000 kr.,Frigørelsesudstyr,GAMMELT
6971,2013,"Frivilligenheden Beredskabsforbundet i Frederiksha, Nordjylland",100.000 kr.,Indkøb af behandlingstelt,GAMMELT
6972,2013,"Odder Roklub, Rylevej 85A, 8300 Odder, Midtjylland",12.250 kr.,Sikker Roning for alle - kajak,GAMMELT
6973,2013,"Erritsø-Hallen, Syddanmark",7.000 kr.,Udendørs skab til hjertestarter,GAMMELT
6974,2013,"VSD, afd. Balling Skole, Midtjylland",7.500 kr.,Cyklistsikkerhed i trafikken,GAMMELT
6975,2013,"Blaabjerg Pleje- og Aktivitetscenter/Frit Valg, Syddanmark",76.700 kr.,Førstehjælpsinstruktører,GAMMELT
6976,2013,"Humlehøj - Hallerne, Syddanmark",7.400 kr.,CPR. meter,GAMMELT
6977,2013,"Idræt i dagtimerne, Syddanmark",3.150 kr.,Førstehjælpstasker,GAMMELT
6978,2013,"Ældrecenter Fænøsund, Syddanmark",40.000 kr.,Udsmykning af demensafsnit,GAMMELT
6979,2013,"Dansk Røde Kors Sommerlejr (Aars Afd.), Nordjylland",5.000 kr.,Dansk Røde Kors Sommerlejr,GAMMELT
6980,2013,"Det Gamle Hus, Syddanmark",12.250 kr.,Redningsveste til Børnehavebørn,GAMMELT
6981,2013,"Humlehøj - Hallerne, Syddanmark",3.900 kr.,Spineboard,GAMMELT
6982,2013,"CSV Odense-Vestfyn-Brangstrup, Syddanmark",25.000 kr.,festival handicappede,GAMMELT
6983,2013,"Efterskolen Ved Nyborg, Syddanmark",7.500 kr.,Boks til hjertestarter,GAMMELT
6984,2013,"FDF Randers 2, Sct. Peders Sogn, Midtjylland",10.000 kr.,Indkøb af redningsveste,GAMMELT
6985,2013,"Helgenæs Naturefterskole, Midtjylland",10.000 kr.,Ansøgning om 20 redningsveste,GAMMELT
6986,2013,"Dansk Røde Kors, Syddanmark",16.000 kr.,Varmeskabe til hjertestartere,GAMMELT
6987,2013,"Den Rullende Kagemand, Syddanmark",7.500 kr.,Den Rullende Kagemand,GAMMELT
6988,2013,"Fredericia Brandvæsen / Friv. foreningen ved samme, Syddanmark",370.000 kr.,Indkøb af helikopterdrone,GAMMELT
6989,2013,"Thorsgaard Efterskole, Nordjylland",45.000 kr.,Førstehjælpskursus,GAMMELT
6990,2013,"OMRÅDEINSTiTION FEMKLØVEREN, Syddanmark",8.000 kr.,Førstehjælpskursus,GAMMELT
6991,2013,"Beredskabsforeningen ved Fredericia Brandvæsen, Syddanmark",275.000 kr.,Behandlingspladscontainer,GAMMELT
6992,2013,"KFUM Spejderne Verninge Gruppe, Syddanmark",10.000 kr.,Indkøb af redningsveste,GAMMELT
6993,2013,"Grønnemoseværkstederne, Syddanmark",24.000 kr.,Førstehjælpskurser,GAMMELT
6994,2013,"Nr. Lyndelse Friskole, Syddanmark",7.000 kr.,Førstehjælpskursus,GAMMELT
6995,2013,"Grundejerforeningen ""Guldkysten"", Syddanmark",8.000 kr.,Førstehjælp,GAMMELT
6996,2013,"Middelfart Sejlklub, Syddanmark",10.000 kr.,Indkøb af VHF radioer,GAMMELT
6997,2013,"Bogense Ro- og Kajakklub, Syddanmark",8.000 kr.,Oppustelige redningsveste,GAMMELT
6998,2013,"Lavet For Matr. 13 a, Syddanmark",16.000 kr.,Førstehjælp,GAMMELT
6999,2013,"Bredballe Bofællesskaber, Syddanmark",18.750 kr.,Førstehjælpskurser,GAMMELT
7000,2013,"Sundhedsafdelingen i Middelfart Kommune, Syddanmark",150.000 kr.,Balance i livet,GAMMELT
7001,2013,"Foreningen Indslev-Tårup Forsamlingshus, Syddanmark",16.000 kr.,førstehjælpskurser i Indslev,GAMMELT
7002,2013,"Plejecenter Vest, Syddanmark",24.000 kr.,Udvidede førstehjælpskurser,GAMMELT
7003,2013,"Rudkøbing Sejlklub, Syddanmark",7.750 kr.,Indkøb af redningsveste og vhf,GAMMELT
7004,2013,"Tønder samaritterne, Syddanmark",10.000 kr.,"Køb af AED, 2 skarpe, 2 Træner",GAMMELT
7005,2013,"Bågø Beboerforening, Syddanmark",16.000 kr.,Førstehjælp,GAMMELT
7006,2013,"Friskolen City Odense, Syddanmark",8.500 kr.,Førstehjælp,GAMMELT
7007,2013,"Øster Åby Friskole, Syddanmark",24.000 kr.,12 timers førstehjælpskurser,GAMMELT
7008,2013,"Kastanjen Rudolf Steiner Børnehave og Vuggestue, Syddanmark",8.000 kr.,Førstehjælpeskursus,GAMMELT
7009,2013,"Vindingehallen, Syddanmark",24.000 kr.,Førstehjælpskurser,GAMMELT
7010,2013,"Rantzausminde Skole, Syddanmark",12.250 kr.,Sejlads,GAMMELT
7011,2013,"Ryslinge Efterskole, Syddanmark",10.000 kr.,Indkøb af redningsveste,GAMMELT
7012,2013,"Vindeby grundejerforening, Syddanmark",24.000 kr.,Førstehjælpskurser,GAMMELT
7013,2013,"Troense Bådelaug, Syddanmark",7.185 kr.,Indkøb af bærbar VHF,GAMMELT
7014,2013,"Vestermarkskolen, Syddanmark",24.000 kr.,Førstehjælpskurser,GAMMELT
7015,2013,"Selvhjælp Fredericia - Middelfart, Syddanmark",98.580 kr.,"Få en ""Følgesvend"".",GAMMELT
7016,2013,"Odense Universitetshospital, Syddanmark",250.000 kr.,Indkøb af Intelligent lagen,GAMMELT
7017,2013,"Aabenraa Krisecenter, Syddanmark",60.955 kr.,Sikkerheds/overvågningssystem,GAMMELT
7018,2013,"Nyborg Sejlforening, Syddanmark",7.980 kr.,Indkøb af bærbare VHF radioer,GAMMELT
7019,2013,"Til fordel for Institutionen Grønnebakken, Syddanmark",24.000 kr.,Førstehjælpskursus,GAMMELT
7020,2013,"Psykiatrisk center sct. Hans, Sjælland",10.000 kr.,Indkøb af beklædning,GAMMELT
7021,2013,"Værestedet X-it, Sjælland",17.400 kr.,Pc og info cafe,GAMMELT
7022,2013,"Marstal Pensionistforening, Syddanmark",24.000 kr.,Førstehjælpskurser,GAMMELT
7023,2013,"Greve Fodbold, Sjælland",15.576 kr.,Indkøb af førstehjælpstasker,GAMMELT
7024,2013,"Kongelejren v. Ungdommens Røde Kors, Sjælland",22.322 kr.,Ferielejr for udsatte børn,GAMMELT
7025,2013,"FDF Sct. Jørgensbjerg, Sjælland",1.000 kr.,Kursus i bekæmpelse af brand,GAMMELT
7026,2013,"Idrætsforeningen Svend Gønge, Fodbold Ungdom, Sjælland",6.544 kr.,Førstehjælpstasker,GAMMELT
7027,2013,"Firhøjhallen, Sjælland",6.244 kr.,indkøb af varmeskab,GAMMELT
7028,2013,"Næstved sygehus, Sjælland",15.000 kr.,Fladskærms tv,GAMMELT
7029,2013,"østerhøjst ungdoms idretsforening, Syddanmark",6.500 kr.,indkøb af cykelveste og hjelme,GAMMELT
7030,2013,"De socialpsykiatriske botilbud i Middelfart, Syddanmark",24.000 kr.,Projekt førstehjælp,GAMMELT
7031,2013,"Munkegården, Syddanmark",24.000 kr.,Førstehjælpskurser,GAMMELT
7032,2013,"Kræftens Bekæmpelse, Sjælland",50.000 kr.,Indretning af børne- ungezone,GAMMELT
7033,2013,"Ældre Sagen Gråsten, Syddanmark",16.000 kr.,Førstehjælpskursus,GAMMELT
7034,2013,"Næstved Sygehus, Børneinkontinensklinikken, Sjælland",25.000 kr.,Blæreskole for børn,GAMMELT
7035,2013,"Svovlstikkerne, Sjælland",50.000 kr.,Julemandens hjælpere i Næstved,GAMMELT
7036,2013,"Bo -og af lastningshjemmet Kikhøj, Sjælland",45.000 kr.,Indkøb af parcykel,GAMMELT
7037,2013,"Kræftens Bekæmpelse Næstved , Sjælland",50.000 kr.,Indkøb af træningsmaskiner,GAMMELT
7038,2013,"Naturskolen Åløkkestedet , Syddanmark",9.000 kr.,Førstehjælpskursus,GAMMELT
7039,2013,"Den Sociale Virksomhed Guldborgsund, Guldborsund k, Sjælland",25.000 kr.,Ipad til handicappede,GAMMELT
7040,2013,"KFUM Spejder Fjenneslev, Sjælland",1.250 kr.,Sikkerhed på spejdergrunden,GAMMELT
7041,2013,"Agerbæk Skole, Syddanmark",8.125 kr.,Indkøb af cykelhjelme,GAMMELT
7042,2013,"Svebøllehallen, Sjælland",5.000 kr.,Skab til hjertestarter,GAMMELT
7043,2013,"Rævebakkeskolen afd. Skovparken, Syddanmark",8.125 kr.,Indkøb af cykelhjelme,GAMMELT
7044,2013,"Bloddonerne i Svendborg, Syddanmark",16.000 kr.,Førstehjælp til Bloddonerer,GAMMELT
7045,2013,"Frivilligcenter & Selvhjælp Midtfyn, Syddanmark",16.000 kr.,2 førstehjælpskurser,GAMMELT
7046,2013,"Midgaard, Syddanmark",16.000 kr.,Førstehjælp,GAMMELT
7047,2013,"Metodistkirkens Sociale Arbejde, Sjælland",40.000 kr.,Familielejr 2013,GAMMELT
7048,2013,"Lolland Brandvæsen, Sjælland",25.000 kr.,Brandalarmer,GAMMELT
7049,2013,"Socialcentret Forsorgshjemmet St. Dannesbo, Syddanmark",24.000 kr.,Førstehjælp,GAMMELT
7050,2013,"Vordingborg Kommune, Sjælland",1.000.000 kr.,Familielandsbyer,GAMMELT
7051,2013,"Slangerup Familie svøm, Sjælland",38.000 kr.,Indkøb af genoplivningudstyr,GAMMELT
7052,2013,"Rytterforeningen i Skælskør, Sjælland",10.000 kr.,Førstehjælpskursus,GAMMELT
7053,2013,"Dalmose Centralskole, Sjælland",6.250 kr.,førstehjælpsudstyr,GAMMELT
7054,2013,"Ringsted Roklub, Sjælland",6.400 kr.,Svømmeveste til Ungdom,GAMMELT
7055,2013,"Sejlklubben Snekken Vordingborg, Sjælland",4.250 kr.,Redningsveste og kursus,GAMMELT
7056,2013,"Næstved jolle og ungdomsafdeling, Sjælland",7.750 kr.,Redningsveste,GAMMELT
7057,2013,"Korsør sejlklub, Sjælland",10.000 kr.,Køb af bærbart udstyr,GAMMELT
7058,2013,"Kragereden, Sjælland",10.000 kr.,Cykelhjelme,GAMMELT
7059,2013,"Roklubben Stevns, Sjælland",15.000 kr.,Indkøb af redningsveste,GAMMELT
7060,2013,"Faarevejle Fri- og Efterskole, Sjælland",16.500 kr.,Førstehjælp,GAMMELT
7061,2013,"Rådmandscentret, Sjælland",9.375 kr.,Førsthjælpskursus,GAMMELT
7062,2013,"Dygtige unge, Sjælland",625.000 kr.,Dygtige unge,GAMMELT
7063,2013,"Maribo Roklub, Sjælland",20.000 kr.,Indkøb af redningsveste,GAMMELT
7064,2013,"Køge Svømmeklub, Sjælland",40.000 kr.,Bassinprøve og førstehjælp,GAMMELT
7065,2013,"Næstved Kajak- og Canoeklub, Sjælland",5.500 kr.,Sikkerhedsudstyr til børn,GAMMELT
7066,2013,"Køge Roklub, Sjælland",11.500 kr.,Indkøb af redningsveste,GAMMELT
7067,2013,"KøgeBibliotekerne, Sjælland",5.000 kr.,Førstehjælp til babyer,GAMMELT
7068,2013,"Holbæk kajakklub, Sjælland",94.790 kr.,førstehjælpskurser,GAMMELT
7069,2013,"Rådmandscenteret, Sjælland",8.125 kr.,Førstehjælpskursus,GAMMELT
7070,2013,"Nykøbing Sjælland Roklub, Sjælland",19.000 kr.,25 oppustelige redningsveste,GAMMELT
7071,2013,"Psykiatrisk center sct. Hans, Sjælland",11.500 kr.,Indkøb af tørdragt,GAMMELT
7072,2013,"Home-Start Familiekontakt Nordvestsjælland, Sjælland",20.000 kr.,Førstehjælpskursus om børn,GAMMELT
7073,2013,"Fårevejle efterskole, Sjælland",10.000 kr.,Indkøb af redningsveste,GAMMELT
7074,2013,"Projekt Ringparken & Motalavej, Sjælland",100.000 kr.,Lektiehjælpere - ung til ung,GAMMELT
7075,2013,"Kalundborg Gymnasium og HF, Sjælland",40.000 kr.,førstehjælp og brandslukning,GAMMELT
7076,2013,"NS Roklub, Sjælland",8.000 kr.,Redningsveste,GAMMELT
7077,2013,"Sorø Roklub, Sjælland",8.000 kr.,Indkøb af redningsveste/roning,GAMMELT
7078,2013,"Kalundborg kommune, Sjælland",30.000 kr.,Tilskud hjertestarterkurser,GAMMELT
7079,2013,"Nykøbing F. Roklub, Sjælland",15.000 kr.,Redningsveste,GAMMELT
7080,2013,"Fremad Valby, Hovedstaden",600.000 kr.,Vi ses i Fremad Valby,GAMMELT
7081,2013,"Foreningen FitforKids, Hovedstaden",492.000 kr.,FitforKids - Børneovervægt,GAMMELT
7082,2013,"KIT - Kirkernes Integrations Tjeneste, Hovedstaden",60.000 kr.,Åbning af natcafé på Vesterbro,GAMMELT
7083,2013,"Børneafdelingen Roskilde Sygehus, Sjælland",100.000 kr.,"Kursus ""Akut syge børn""",GAMMELT
7084,2013,"Børnehuset På Sporet, Hovedstaden",10.000 kr.,Vær en god ven,GAMMELT
7085,2013,"Ungdomsbyen Rødovre, Hovedstaden",294.000 kr.,Projekt respekt vol. 2,GAMMELT
7086,2013,"Det Danske Spejderkorps Ræven Skibby, Sjælland",10.000 kr.,Førstehjælps- og brandkursus,GAMMELT
7087,2013,"Frivilligcenter Vesterbro/Kgs. Enghave/Valby, Hovedstaden",205.200 kr.,Metodeudvikling,GAMMELT
7088,2013,"Støtteforeningen til Feriedrenge ved Bornholms Værn, Hovedstaden",160.000 kr.,Feriedrenge 2013,GAMMELT
7089,2013,"Øresundskystens Rideklub, Hovedstaden",50.000 kr.,Hjælpemidler - handikapridning,GAMMELT
7090,2013,"IFK98, Hovedstaden",230.500 kr.,Ung & Sprød,GAMMELT
7091,2013,"Røde Kors Rødovre, Hovedstaden",2.000 kr.,Trykning af brochurer,GAMMELT
7092,2013,"Husum for Alle, Hovedstaden",30.000 kr.,Beboerferie,GAMMELT
7093,2013,"IF. Aktivisterne, Hovedstaden",1.000 kr.,Idrætsdag for psykisk sårbare,GAMMELT
7094,2013,"Bethlehemsfællesskabet i Bethlehemskirken, Kbh. N, Hovedstaden",28.600 kr.,Lørdagsfællesskab,GAMMELT
7095,2013,"Tjørnegårdskolen, Sjælland",8.125 kr.,Cykling istedet for bus,GAMMELT
7096,2013,"Psykiatrisk Afdeling Odense , Syddanmark",137.125 kr.,E-læring selvmordsforebyggelse,GAMMELT
7097,2013,"De Bornholmske Vågekoner m/k, , Hovedstaden",10.000 kr.,Vågetjeneste på Bornholm,GAMMELT
7098,2013,"Foreningen Lysglimt, Hovedstaden",15.500 kr.,Hospitals-arrangementer,GAMMELT
7099,2013,"Boligerne Brøndbyøstervej 156 B, 2605 Brøndby, Hovedstaden",45.000 kr.,Indkøb af el-parallelcykel,GAMMELT
7100,2013,"KFUM-Spejderne i Kalvehave, Sjælland",95.000 kr.,Førstehjælp på lokal plan,GAMMELT
7101,2013,"Psykiatrisk Center København, Hovedstaden",50.000 kr.,Sct Hans Løbene 2013,GAMMELT
7102,2013,"Elverhøj Børnehus (Børnehaven), Sjælland",6.500 kr.,Donation/Indkøb af cykelhjelme,GAMMELT
7103,2013,"Psykiatrisk Center Ballerup, Hovedstaden",600.000 kr.,Smartphone APP i psykiatrien,GAMMELT
7104,2013,"2104 og intensiv afdeling 2103 Rigshospitalet, Hovedstaden",100.000 kr.,Rigshospitalets Brandsårsbørn,GAMMELT
7105,2013,"Forening, Hovedstaden",209.372 kr.,Multibane trivsel,GAMMELT
7106,2013,"Hillerød Hospital, Hovedstaden",125.000 kr.,Klovneoptræden på børneafdeling,GAMMELT
7107,2013,"Dalmose Centralskole, Sjælland",8.125 kr.,Cykelhjelme til skole-elever,GAMMELT
7108,2013,"Aktivitetsforeningen, Energicenter Voldparken , Hovedstaden",14.244 kr.,"Indkøb pc m.m, til lektiehjælp",GAMMELT
7109,2013,"Klostermarksskolen, Sjælland",8.125 kr.,Cykelhjelme i klassesæt,GAMMELT
7110,2013,"Fritidstilbuddet ved Espelunden, Hovedstaden",52.375 kr.,Seksualvejleder til unge,GAMMELT
7111,2013,"Sygehus Nord, Region Sjælland, Sjælland",50.000 kr.,Patient informationsfilm,GAMMELT
7112,2013,"Parkinsonforeningen, Hovedstaden",10.000 kr.,stemmeforstærkning.,GAMMELT
7113,2013,"Seniorklub , Syddanmark",8.000 kr.,Førstehjælpskursus,GAMMELT
7114,2013,"FDF Tranegilde, Sjælland",2.200 kr.,Indkøb at førstehjælpskasser,GAMMELT
7115,2013,"Dagkollegiet for unge mødre , Syddanmark",16.000 kr.,Førstehjælpskursus,GAMMELT
7116,2013,"Fc Damsø, Hovedstaden",22.880 kr.,Indkøb af lægetasker mm.,GAMMELT
7117,2013,"Region Hovedstaden, Hovedstaden",280.000 kr.,Grib om Livet,GAMMELT
7118,2013,"Hera Døtrene, Sjælland",40.000 kr.,Hjælp til krisecenter,GAMMELT
7119,2013,"Øhavets Efterskole, Syddanmark",8.000 kr.,Førstehjælpskursus,GAMMELT
7120,2013,"Sejlskibs og pakhusforeningen , Syddanmark",24.000 kr.,Førstehjælpskurser,GAMMELT
7121,2013,"Løgumkloster Friskole, Syddanmark",8.000 kr.,Førstehjælpskurser,GAMMELT
7122,2013,"Tornbjerggård , Syddanmark",16.000 kr.,Førstehjælp i hverdagen,GAMMELT
7123,2013,"Odense Sportsfisker Klub, Syddanmark",15.000 kr.,Oppustelige redningsveste,GAMMELT
7124,2013,"DTU / Polyteknisk forening, Sjælland",50.000 kr.,Støtte til førstehjælpskursus,GAMMELT
7125,2013,"Hvidovre Hospital, Hovedstaden",479.296 kr.,Indkøb af operationssimulator,GAMMELT
7126,2013,"Værløse Svømmehal, Sjælland",39.555 kr.,Livredning i svømmehal,GAMMELT
7127,2013,"Silkeborg Pigerne og Drengene, Midtjylland",24.000 kr.,Førstehjælp,GAMMELT
7128,2013,"Havnestuen i Faaborg, Syddanmark",16.000 kr.,Førstehjælpskursus,GAMMELT
7129,2013,"Handicap og Psykiatriafdelingen Middelfart Kommune, Syddanmark",24.000 kr.,Udvidet førstehjælp,GAMMELT
7130,2013,"Sankt Helene Skole, Hovedstaden",80.000 kr.,Førstehjælpskurser,GAMMELT
7131,2013,"-, Sjælland",487.500 kr.,Hjertestarterkurser,GAMMELT
7132,2013,"Odense Brandvæsen, Syddanmark",100.000 kr.,Himoinsa Lystårn + nødstrøm,GAMMELT
7133,2013,"DUI Leg og Virke Egedal, Hovedstaden",12.700 kr.,Førstehjælpsudstyr,GAMMELT
7134,2013,"Kolding Sejlklub, Syddanmark",10.000 kr.,Indkøb af VHF til sejlklub,GAMMELT
7135,2013,"Esrum Kloster & Møllegård, Hovedstaden",100.000 kr.,Et pusterum i middelalderen,GAMMELT
7136,2013,"Daginstitutioner i Løgumkloster distrikt, Syddanmark",24.000 kr.,Førstehjælpskursus,GAMMELT
7137,2013,"Musik i Lejet, Hovedstaden",22.754 kr.,Event-hjertestarter,GAMMELT
7138,2013,"Tønder Roklub, Syddanmark",3.000 kr.,indkøb af svømmeveste,GAMMELT
7139,2013,"nexø bedding (nexø havn), Hovedstaden",11.000 kr.,Varmeskab og kursus,GAMMELT
7140,2013,"Gentofte Hockey Klub, Hovedstaden",2.000 kr.,Indkøb af førstehjælpskasser,GAMMELT
7141,2013,"Frivilligcenter Amager, Hovedstaden",8.000 kr.,Førstehjælp for frivillige,GAMMELT
7142,2013,"Intgr. Inst. Lykkebo, Hovedstaden",15.000 kr.,førstehjælpskursus,GAMMELT
7143,2013,"Sejlklubben Lynæs, Hovedstaden",1.500 kr.,Nødraketter,GAMMELT
7144,2013,"Helsingør Kommune, Hovedstaden",200.000 kr.,Medborgerskab for kvinder,GAMMELT
7145,2013,"Hørsholm Gymnastikforening, Hovedstaden",12.000 kr.,Førstehjælpskursus,GAMMELT
7146,2013,"Bagsværd Kostskole og Gymnasium, Hovedstaden",60.000 kr.,Førstehjælpskurser,GAMMELT
7147,2013,"privatinstitution Vandpytten, Hovedstaden",4.784 kr.,Indkøb af cykelhjelme + veste,GAMMELT
7148,2013,"Allerød Spejdernes Tamburkorps, Hovedstaden",12.500 kr.,Indkøb af sikkerhedsjakker,GAMMELT
