,Year,Reciever,Grant size (DKK),Description,Project Category
4072,2017,"Hornbæk Tennis, Hovedstaden",6.000 kr.,Bedre adgang til hjertestarter,TRYGHED I HVERDAGEN
4073,2017,"Børns Voksenvenner København, Hovedstaden",1.100.000 kr.,Venskab til piger i mistrivsel,BØRN OG UNGE
4074,2017,"Solskinslejren under Ungdommens Røde Kors, Hovedstaden",55.000 kr.,Socialt sårbare børn og unge,BØRN OG UNGE
4075,2017,"Albertslund Idrætsanlæg , Hovedstaden",28.784 kr.,Optimeret sikkerhed,TRYGHED I HVERDAGEN - Hjertestart
4076,2017,"Kultur- og Fritidsforvaltningen, Hovedstaden",690.000 kr.,K44 - Trygt Byrum,BØRN OG UNGE
4077,2017,"Lundebjerggård, Aktivitetscenter for Seniorer, Hovedstaden",8.827 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4078,2017,"Bofællesskabet Jonstrup, Hovedstaden",7.692 kr.,Hjerteskaberskab,TRYGHED I HVERDAGEN
4079,2017,"TUBA Danmark, Hovedstaden",73.920 kr.,En ny begyndelse København,BØRN OG UNGE - Alle med fra start
4080,2017,"Herstedøster skole, Hovedstaden",24.375 kr.,Sikkerhed på cyklen,TRYGHED I HVERDAGEN
4081,2017,"FDF Københavns Søkreds, Hovedstaden",50.690 kr.,Ny Sailor MF/HF og VHF radio,TRYGHED I HVERDAGEN - Respekt for vand
4082,2017,"Holte Roklub, Hovedstaden",16.000 kr.,Redningsveste til børn og unge,TRYGHED I HVERDAGEN - Respekt for vand
4083,2017,"Parcelforeningen Hareskovgaard, Hovedstaden",11.140 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4084,2017,"Brønshøj Kulturhus , Hovedstaden",13.000 kr.,Hjertestarteren / førstehjælp,TRYGHED I HVERDAGEN
4085,2017,"SIND, Hovedstaden",20.000 kr.,Aktiviteter for sindslidende,VOKSNE
4086,2017,"Center for voksne med særlige behov, Hovedstaden",5.000 kr.,Adgang til hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
4087,2017,"K.F.U.M.spejder Skævinge gruppe., Hovedstaden",8.500 kr.,Tømmerflådetur til Sverige,TRYGHED I HVERDAGEN
4088,2017,"KFUM-Spejderne, Hovedstaden",6.000 kr.,Få kendskab til hjertestarter.,TRYGHED I HVERDAGEN - Hjertestart
4089,2017,"KFUM Spejderne, Hovedstaden",7.500 kr.,Førstehjælpsrygsæk,TRYGHED I HVERDAGEN - Hjertestart
4090,2017,"Bornholms Landbrug, Hovedstaden",3.000 kr.,Hjerterstarter udenfor,TRYGHED I HVERDAGEN - Hjertestart
4091,2017,"Sletten Bådeklub, Hovedstaden",5.000 kr.,Sikkerhedsudstyr til kajakker,TRYGHED I HVERDAGEN - Respekt for vand
4092,2017,"Dragør Skole, Hovedstaden",9.750 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
4093,2017,"Lynæs Kite- & Windsurfing Club, Hovedstaden",11.000 kr.,SUP med Vest,TRYGHED I HVERDAGEN - Respekt for vand
4094,2017,"København Idræts Forening, Hovedstaden",15.000 kr.,Førstehjælp til de aktive,TRYGHED I HVERDAGEN - Hjertestart
4095,2017,"Roklubben Skjold, Hovedstaden",37.000 kr.,Unge ud på vandet,TRYGHED I HVERDAGEN - Respekt for vand
4096,2017,"Tandrødderne, Hovedstaden",4.500 kr.,alle ønsker et smil,TRYGHED I HVERDAGEN - Hjertestart
4097,2017,"BEDRE PSYKIATRI, Hovedstaden",99.650 kr.,Tryg som pårørende i Region H,ÆLDRE - Flere gode leveår
4098,2017,"Frederiksborg Brand & Redning , Hovedstaden",287.516 kr.,Drone enhed,TRYGHED I HVERDAGEN - Andet
4099,2017,"Grundejerforeningen Frederikskaj 2, Hovedstaden",41.250 kr.,Sikker havnefront & bebyggelse,TRYGHED I HVERDAGEN
4100,2017,"SFO Mosehuset, Hovedstaden",3.250 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
4101,2017,"Østerled, Hovedstaden",48.705 kr.,Flere beboere cykler mere,TRYGHED I HVERDAGEN
4102,2017,"Holte IF's håndboldafdeling, Hovedstaden",10.000 kr.,Førstehjælpskasser,TRYGHED I HVERDAGEN
4103,2017,"Malernes Fagforening Storkøbenhavn, Hovedstaden",7.000 kr.,Hjertestarter i udendørs skab,TRYGHED I HVERDAGEN
4104,2017,"Det Økologiske Folkekøkken, Hovedstaden",20.000 kr.,Folkekøkken-førstehjælpere,TRYGHED I HVERDAGEN
4105,2017,"Ungdomscenteret Allégården, Hovedstaden",4.550 kr.,Sikkerhed i trafikken,TRYGHED I HVERDAGEN - Andet
4106,2017,"Kulturhuset Illutron, Hovedstaden",7.375 kr.,Førstehjælpskursus kulturhus,TRYGHED I HVERDAGEN
4107,2017,"Alzheimerforeningens lokalafdeling Københavns Omegn. Formand Laust Sørensen, Hovedstaden",134.800 kr.,Tid til at være ung,BØRN OG UNGE - Klar til livet
4108,2017,"Københavns Zoologiske Have, Hovedstaden",7.000 kr.,Udendørsskab til hjertestarter,TRYGHED I HVERDAGEN
4109,2017,"Foreningen Fitness 60+, Hovedstaden",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
4110,2017,"Aarhus Universitetshospital, Landsdækkende",700.000 kr.,OCD-behandling: Langtidseffekt,BØRN OG UNGE - Klar til livet
4111,2017,"Forsvarets Veterancenter, Landsdækkende",640.000 kr.,Psykisk Sårbare Veteraner,SUNDHED
4112,2017,"Svovlstikkerne, Sjælland",50.000 kr.,Voldsom trængsel og alarm,BØRN OG UNGE
4113,2017,"Jels Idrætsforening, Syddanmark",4.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4114,2017,"DDS Holbo gruppe, Hovedstaden",4.000 kr.,Sikkerhed ombord på Sparkk,TRYGHED I HVERDAGEN
4115,2017,"Murergården, almennyttig boligafdeling HAB2, Hovedstaden",350.000 kr.,Opgangsfællesskaber,BØRN OG UNGE
4116,2017,"Fredericia Roklub, Syddanmark",17.000 kr.,Redningsveste din sikkerhed,TRYGHED I HVERDAGEN - Respekt for vand
4117,2017,"Sundby Kajakklub, Hovedstaden",5.750 kr.,Redningsveste,TRYGHED I HVERDAGEN
4118,2017,"Venligboerne, Struer, Midtjylland",13.000 kr.,Sikkerhed i trafikken,TRYGHED I HVERDAGEN - Andet
4119,2017,"Sejlklubben Lynetten, Hovedstaden",13.900 kr.,Sikkerhed i optimisten,TRYGHED I HVERDAGEN - Respekt for vand
4120,2017,"IMCC, Landsdækkende",89.600 kr.,Førstehjælp for Folkeskoler,TRYGHED I HVERDAGEN - Hjertestart
4121,2017,"Fredericia Roklub, Syddanmark",7.500 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
4122,2017,"Børnegalaxen Farum , Hovedstaden",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4123,2017,"Kajakklubben Nordhavn 2150, Hovedstaden",16.000 kr.,Redningsveste - Kajakklub2150,TRYGHED I HVERDAGEN
4124,2017,"Dansk Søvnapnø Forening, Landsdækkende",70.000 kr.,Video om søvnapnø,ANDET
4125,2017,"Sind Sport Esbjerg, Syddanmark",30.000 kr.,Sind Sport Esbjerg i bevægelse,ÆLDRE
4126,2017,"Bispebjerg og Frederiksberg Hospital , Landsdækkende",16.000 kr.,Hvidbog Multisygdom i Danmark,ANDET
4127,2017,"FDF F8 Søkreds, Hovedstaden",30.000 kr.,Førstehjælp lige ved hånden,TRYGHED I HVERDAGEN - Hjertestart
4128,2017,"Psykiatrisk Center København, Rigshospitalet, Landsdækkende",93.555 kr.,Bedre kognition i hverdagen,ANDET
4129,2017,"Hillerød kommune, Hovedstaden",14.300 kr.,Cykelhjelm er sikre oplevelser,TRYGHED I HVERDAGEN
4130,2017,"Krims Retshjælp, Landsdækkende",591.391 kr.,Fængselsprojektet,VOKSNE
4131,2017,"Foreningen Købmandsbo, Hovedstaden",6.188 kr.,Førstehjælp ved hjertestop,TRYGHED I HVERDAGEN
4132,2017,"Omsorgscenter Pedershave, Hovedstaden",54.600 kr.,Vandtur for alle,ANDET
4133,2017,"Aarhus Universitet, Landsdækkende",360.000 kr.,Øget information om PNES,ANDET
4134,2017,"DFUNK - Dansk Flygtningehjælp Ungdom, Landsdækkende",3.500.000 kr.,Fra modtager til medskaber,BØRN OG UNGE - Alle med fra start
4135,2017,"København Karateklub, Hovedstaden",14.500 kr.,Kursus i førstehjælp,TRYGHED I HVERDAGEN
4136,2017,"Region Hovedstaden, Hovedstaden",944.381 kr.,Børn på hospital,BØRN OG UNGE
4137,2017,"Herlev Hospital, Landsdækkende",567.304 kr.,Hverdagshåndtering efter brystoperation - kvindens egne ord,VOKSNE - Sundere liv
4138,2017,"Naturcenter Amager Strand, Hovedstaden",92.000 kr.,Undervisning i vandkanten,TRYGHED I HVERDAGEN - Respekt for vand
4139,2017,"Aalborg Universitet, Landsdækkende",997.898 kr.,Færre drukneulykker i havne med kameraovervågning,TRYGHED I HVERDAGEN - Respekt for vand
4140,2017,"Hammel Neurocenter, Landsdækkende",225.000 kr.,Videre med håbet,ANDET
4141,2017,"Landsforeningen Skolens Venner , Landsdækkende",1.141.000 kr.,Kvalificere og udbrede,BØRN OG UNGE
4142,2017,"Rigshospitalet, Landsdækkende",1.428.642 kr.,Opdag akut apopleksi,TRYGHED I HVERDAGEN
4143,2017,"LykkeLiga, Landsdækkende",2.500.000 kr.,LykkeLiga,BØRN OG UNGE
4144,2017,"Bryd Tavsheden, Nordjylland",220.000 kr.,Børnevold og kærestevold,BØRN OG UNGE - Alle med fra start
4145,2017,"MARTEC, Landsdækkende",334.704 kr.,Redningsudstyr på skoleskib,TRYGHED I HVERDAGEN - Respekt for vand
4146,2017,"Dansk Folkehjælp Aalborg, Nordjylland",30.000 kr.,Drømmeholdet,BØRN OG UNGE - Alle med fra start
4147,2017,"Høje-Taastrup Gymnasium, Landsdækkende",420.906 kr.,Udvidet overgangsvejledning,BØRN OG UNGE
4148,2017,"SFI - det Nationale Forskningscenter for Velfærd, Landsdækkende",807.917 kr.,Måling af forældrestress,BØRN OG UNGE
4149,2017,"Boligforeningen P.M., Nordjylland",38.000 kr.,Kunstkælderen,BØRN OG UNGE
4150,2017,"TrygFondens Børneforskningscenter, Landsdækkende",5.000.000 kr.,TUBA – lindring ved senfølger af opvækst med alkohol,BØRN OG UNGE
4151,2017,"FC Prostata hold 1, Østerbro IF, Baggesensgade 23, 2. th. 2200 N, Landsdækkende",30.000 kr.,Harald Nielsen Cup.,ANDET
4152,2017,"Cyklistforbundet, Landsdækkende",2.500.000 kr.,Alle Børn Cykler,BØRN OG UNGE
4153,2017,"Danmarks idrætsforbund, Landsdækkende",1.500.000 kr.,Skole OL 2018,BØRN OG UNGE - Klar til livet
4154,2017,"VIA University College, Landsdækkende",2.000.000 kr.,TRACK – effektiv matematikundervisning i 4.-6. kl.,BØRN OG UNGE
4155,2017,"SMILfonden, Landsdækkende",200.000 kr.,SMILcamp for kronisk syge børn,ANDET
4156,2017,"Aarhus Universitetshospital, Landsdækkende",562.000 kr.,Funktionelle lidelser,ANDET
4157,2017,"Amnesty International, Landsdækkende",480.000 kr.,Forebyggelse af voldtægt,BØRN OG UNGE
4158,2017,"De Frivilliges Forening, Nordjylland",20.000 kr.,Sommerlejr 2017,BØRN OG UNGE
4159,2017,"SIND Landsforeningen for psykisk sundhed , Landsdækkende",806.525 kr.,Én indgang til et aktivt liv,VOKSNE - Sundere liv
4160,2017,"DGI, Landsdækkende",2.045.136 kr.,Naturtræning - Pilot,ÆLDRE
4161,2017,"Akutberedskabet i Region Hovedstaden, Landsdækkende",1.196.000 kr.,Resuscitation Academy Denmark,TRYGHED I HVERDAGEN
4162,2017,"BørneBasketFonden, Landsdækkende",1.830.200 kr.,Basketball og medborgerskab,BØRN OG UNGE - Alle med fra start
4163,2017,"Psykiatrisk Center København, Region Hovedstadens Psykiatri, Landsdækkende",3.000.000 kr.,20 års opfølgning af OPUS,SUNDHED
4164,2017,"Ungdommens Røde Kors, Nordjylland",25.000 kr.,Bølgelejren giver fællesskab,BØRN OG UNGE - Alle med fra start
4165,2017,"Dansk Selskab for Patientsikkerhed, Landsdækkende",1.719.000 kr.,Klar til samtalen - I god tid!,ÆLDRE
4166,2017,"Statens Institut for Folkesundhed, Syddansk Universitet, Landsdækkende",490.000 kr.,Monitorering /fysisk aktivitet,BØRN OG UNGE
4167,2017,"Dansk Kano og Kajak Forbund, Landsdækkende",922.500 kr.,Førstehjælp på og ved vandet,TRYGHED I HVERDAGEN - Hjertestart
4168,2017,"Volleyball Danmark, Landsdækkende",795.000 kr.,Volley piger i fokus,BØRN OG UNGE - Klar til livet
4169,2017,"Gerlev Idrætshøjskole, Landsdækkende",3.180.150 kr.,Handileg for udviklingshæmmede,BØRN OG UNGE
4170,2017,"Plejehjemmet Vestergården, Nordjylland",150.000 kr.,"syng, spil og dans-hele livet.",ANDET
4171,2017,"Aars Golfklub, Nordjylland",7.000 kr.,Hjertestarterskab Aars GK,TRYGHED I HVERDAGEN
4172,2017,"Bedre Psykiatri Ålborg, Nordjylland",30.000 kr.,Bedre Psykiatri Ungdom Aalborg,"STÆRKE RAMMER FOR TRYGHED - Styrk civilsamfund, debat og demokrati"
4173,2017,"Hou Kajakklub, Nordjylland",6.830 kr.,Redningsudstyr,TRYGHED I HVERDAGEN
4174,2017,"Thisted Gymnastik & Idrætskultur, Nordjylland",250.000 kr.,Bevægelses-barometeret,BØRN OG UNGE
4175,2017,"Aalborg Universitet, Nordjylland",150.000 kr.,Din krop - helt ind til benet,BØRN OG UNGE
4176,2017,"Kommunale Dagpleje - Strandby Elling, Nordjylland",3.900 kr.,Sikker transport,TRYGHED I HVERDAGEN
4177,2017,"Psykiatri og Social i Region Midtjylland, Midtjylland",863.875 kr.,EN AF OS – UNGEINDSATS,BØRN OG UNGE - Alle med fra start
4178,2017,"Fruerlundparken, Nordjylland",10.000 kr.,Sikkerhed i Fruerlundparken,TRYGHED I HVERDAGEN - Andet
4179,2017,"Fribørnehuset, Nordjylland",7.000 kr.,Førstehjælp,TRYGHED I HVERDAGEN - Hjertestart
4180,2017,"Gjøl Ro- & Kajakklub, Nordjylland",5.000 kr.,Indkøb af fløjter og lanterner,TRYGHED I HVERDAGEN - Respekt for vand
4181,2017,"Det danske spejderkorps, Midtjylland",23.360 kr.,Et fælles ansvar DDS 12. Århus,BØRN OG UNGE - Alle med fra start
4182,2017,"Hadsund Hallerne, Nordjylland",8.125 kr.,Hjerterstarterkursus,TRYGHED I HVERDAGEN
4183,2017,"pensionistforeningen Munkegården, Nordjylland",7.000 kr.,varmeskab til hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
4184,2017,"Team Hjørring, Nordjylland",52.500 kr.,Team Hjørring Youth 2017,BØRN OG UNGE - Klar til livet
4185,2017,"Engparkens Venner, Midtjylland",35.000 kr.,Frisk luft og vind i håret,ÆLDRE
4186,2017,"KFUMs Sociale arbejde i Danmark, Nordjylland",5.900 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4187,2017,"Aalborg Universitetshospital, Nordjylland",12.000 kr.,Musik på operationsstuen,VOKSNE - Sundere liv
4188,2017,"Aalborg Kommune, Skoleforvaltningen, Nordjylland",46.550 kr.,Trivsel og bevægelse for alle,TRYGHED I HVERDAGEN - Andet
4189,2017,"Hjemme- og sygeplejen Farsø - Vesthimmerlands kommune, Nordjylland",36.900 kr.,Livreddende førstehjælp,TRYGHED I HVERDAGEN - Hjertestart
4190,2017,"Frivilligcenter Herning, Midtjylland",603.600 kr.,Ind i fællesskabet,ÆLDRE
4191,2017,"Café Parasollen, Midtjylland",50.400 kr.,slip kræfterne fri,STÆRKE RAMMER FOR TRYGHED
4192,2017,"Plejehjemmet Bakkely, Midtjylland",36.200 kr.,"""Gode øjeblikke""",ÆLDRE
4193,2017,"Hanstholm Hallen, Nordjylland",7.000 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN
4194,2017,"Dansk Folkehjælp, Nordjylland",46.842 kr.,Førstehjælp til Alle.,TRYGHED I HVERDAGEN - Hjertestart
4195,2017,"Hurup Gymnastik- & Ungdomsforening, Nordjylland",9.215 kr.,Livredning i svømmeklubben,TRYGHED I HVERDAGEN
4196,2017,"Fontænehuset Frederikshavn, Nordjylland",9.800 kr.,Elementær brandbekæmpelse,TRYGHED I HVERDAGEN - Andet
4197,2017,"Heltborg forsamlingshus, Nordjylland",7.560 kr.,Hjertestarter og hjertestop,TRYGHED I HVERDAGEN
4198,2017,"Mariagerfjord Kommune, Nordjylland",20.000 kr.,Hobro Krisecenter,TRYGHED I HVERDAGEN - Hjertestart
4199,2017,"Røde Kors, Midtjylland",64.000 kr.,Ferielejr for uledsagede unge,BØRN OG UNGE - Alle med fra start
4200,2017,"Voldby Beboerforening , Midtjylland",7.000 kr.,Hjertestarter 24/7,TRYGHED I HVERDAGEN
4201,2017,"Den selvejende institution, Sall Friplejehjem, Midtjylland",5.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4202,2017,"Holstebro Kommune, Midtjylland",50.000 kr.,Motion,BØRN OG UNGE - Klar til livet
4203,2017,"Auning Fitness, Midtjylland",15.000 kr.,Kapacitet til kardio træning,BØRN OG UNGE
4204,2017,"Bedre Psykiatri, Midtjylland",154.800 kr.,Seniorpårørendegruppe,ÆLDRE - Et godt liv som pårørende
4205,2017,"Ungdommens Røde Kors, Midtjylland",20.000 kr.,"Ferielejr, Påruplejren",BØRN OG UNGE
4206,2017,"Festivalforeningen Tunø , Midtjylland",10.000 kr.,Brandslukningskursus,TRYGHED I HVERDAGEN
4207,2017,"Kyst- og Fjordcentret, Midtjylland",34.250 kr.,Redningsveste til Grenaa natur,TRYGHED I HVERDAGEN - Respekt for vand
4208,2017,"Foreningen af selvtrænere på Eskegården, Midtjylland",24.900 kr.,Løbebånd,ÆLDRE - Et godt liv som pårørende
4209,2017,"Festivalforeningen Tunø , Midtjylland",17.990 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
4210,2017,"TFC - Thyborøn Fritidscenter, Midtjylland",40.000 kr.,Hjertestarterkursus,TRYGHED I HVERDAGEN
4211,2017,"Områdecenteret Rosengården, Hornslet, Midtjylland",30.000 kr.,Træningshave,ÆLDRE - Et godt liv som pårørende
4212,2017,"opholdsstedet fredsø, Nordjylland",3.850 kr.,frihed og læring på vandet,TRYGHED I HVERDAGEN - Respekt for vand
4213,2017,"Funder Bakke Grundejerforeningen, Midtjylland",7.000 kr.,hjertestarter 24-7,TRYGHED I HVERDAGEN - Hjertestart
4214,2017,"Kvisten, Midtjylland",27.000 kr.,Gruppeterapeutisk behandling,VOKSNE - Sundere liv
4215,2017,"Århus Å Kajakklub, Midtjylland",24.750 kr.,Kajaktræning også om vinteren,TRYGHED I HVERDAGEN - Respekt for vand
4216,2017,"Aalekvasen Anna, Midtjylland",20.480 kr.,Køb og brug af redningsveste,TRYGHED I HVERDAGEN
4217,2017,"Sejlklubben Ebeltoft Vig, Midtjylland",22.375 kr.,SUP familieaktivitet,TRYGHED I HVERDAGEN
4218,2017,"Aktivitetshuset, Midtjylland",14.275 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
4219,2017,"Ejerforeningen PRÆSTEHAVEN, Midtjylland",12.000 kr.,Hjertestarteruddannelse,TRYGHED I HVERDAGEN
4220,2017,"Nørholm kollegiet, Midtjylland",25.000 kr.,"Frisk luft, til beboere",BØRN OG UNGE
4221,2017,"KFUM´s Sociale Arbejde, Midtjylland",9.400 kr.,Førstehjælp - Vi alle kan yde,TRYGHED I HVERDAGEN
4222,2017,"FDF, Midtjylland",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
4223,2017,"Vestre Skole Silkeborg, Midtjylland",39.200 kr.,Førstehjælpskursus - 12 timer,TRYGHED I HVERDAGEN - Hjertestart
4224,2017,"Aarhus Universitetshospital, Midtjylland",400.000 kr.,Lyt til patientens stemme,VOKSNE
4225,2017,"Bedre Psykiatri, Midtjylland",60.000 kr.,Pårørendecafe,VOKSNE
4226,2017,"KFUM-Spejderne Idom Råsted, Midtjylland",12.875 kr.,Kano og tømmerflåde-sejlads,TRYGHED I HVERDAGEN - Respekt for vand
4227,2017,"Kattegat Spejderne Grenaa, Midtjylland",24.750 kr.,Redningsveste,TRYGHED I HVERDAGEN
4228,2017,"SaralystFonden, Midtjylland",338.880 kr.,SaralystFamilien SmileService,BØRN OG UNGE
4229,2017,"Silkeborg Oasekirke, Midtjylland",434.000 kr.,Café Oasen,VOKSNE - Fællesskaber for alle
4230,2017,"Aalborg kommune, Nordjylland",55.250 kr.,Fri for mobberi Dagtilbud Gug,BØRN OG UNGE
4231,2017,"Østre Skole, Nordjylland",30.000 kr.,Cykelture til Nationalpark Thy,TRYGHED I HVERDAGEN - Andet
4232,2017,"Ormslev og Omegns Borgerforening, Midtjylland",5.995 kr.,Brug af hjertestarter og HLR,TRYGHED I HVERDAGEN - Hjertestart
4233,2017,"Søndre Skole, Midtjylland",9.750 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
4234,2017,"Hasseris Boligselskab, Nordjylland",19.800 kr.,Førstehjælp med hjertestarter,TRYGHED I HVERDAGEN
4235,2017,"Kajak-, vandsports- og kanoklubben GoPaddle, Aarhus, Midtjylland",25.000 kr.,Livredning Aarhus Lystbådehavn,TRYGHED I HVERDAGEN - Respekt for vand
4236,2017,"IF Lyseng svømning, Midtjylland",18.000 kr.,Førstehjælp i svømmeklub,TRYGHED I HVERDAGEN - Hjertestart
4237,2017,"Horsens Sejlklub, Midtjylland",16.000 kr.,Sikkerhed i Horsens Sejklub,TRYGHED I HVERDAGEN
4238,2017,"Brønderslev Amatør Scene / Basbio, Nordjylland",17.250 kr.,Førstehjælp til små og store,TRYGHED I HVERDAGEN - Hjertestart
4239,2017,"Aarhus Adventure, Midtjylland",8.125 kr.,Sikker træning på vandet,TRYGHED I HVERDAGEN - Respekt for vand
4240,2017,"Kulturcenter Værestedet i Låstrup, Midtjylland",33.000 kr.,I form hele livet!,BØRN OG UNGE
4241,2017,"Sportsrideklubben Aalborg, Nordjylland",2.200 kr.,Førstehjælp i dagligdagen,TRYGHED I HVERDAGEN - Hjertestart
4242,2017,"Kajakklubben Skjold, Midtjylland",24.750 kr.,Redningsveste til kajakklub,TRYGHED I HVERDAGEN - Respekt for vand
4243,2017,"Idrætsforeningen for Handicappede i Aalborg, Nordjylland",150.000 kr.,Nye stole til basket holdet,VOKSNE
4244,2017,"Sunds-Ilskov Skole, Midtjylland",7.800 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
4245,2017,"Juelsminde Sejlklub, Midtjylland",10.500 kr.,Ansøgning om redningsveste,TRYGHED I HVERDAGEN
4246,2017,"Stevnstrup Seniorer, Midtjylland",11.687 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
4247,2017,"Løkken Skole, Nordjylland",13.000 kr.,Sikker på cykel i Løkken,TRYGHED I HVERDAGEN - Andet
4248,2017,"Brændgaardskolen, Midtjylland",16.250 kr.,Sikker cykling,TRYGHED I HVERDAGEN - Andet
4249,2017,"Aalborg Vandski Klub, Nordjylland",8.125 kr.,Sikker B&U træning i vandski,TRYGHED I HVERDAGEN - Respekt for vand
4250,2017,"Aarhus Syd Taekwondo Klub Tang Soo Do, Midtjylland",4.600 kr.,Hjertelungeredning Aarhus Syd,TRYGHED I HVERDAGEN
4251,2017,"Skive roklub, Midtjylland",10.500 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
4252,2017,"Træningsenheden Aalborg kommune, Nordjylland",26.613 kr.,Egen Førstehjælpsinstruktør,TRYGHED I HVERDAGEN - Hjertestart
4253,2017,"Fur Baadelaug, Midtjylland",24.125 kr.,Indkøb af sikkerhedsudstyr,TRYGHED I HVERDAGEN - Respekt for vand
4254,2017,"Pensionistforeningen Brædstrup , Midtjylland",7.900 kr.,Kursus i førstehjælp,TRYGHED I HVERDAGEN
4255,2017,"Ringkøbing-Skjern Museum , Midtjylland",26.650 kr.,Redningsveste til Laurids Fahl,TRYGHED I HVERDAGEN
4256,2017,"Aarhus Kommune, Midtjylland",95.400 kr.,svagsynede børns netværk,BØRN OG UNGE
4257,2017,"Præhospitalet, Region Midtjylland, Midtjylland",2.076.000 kr.,Akut hjælp til sårbare borgere,TRYGHED I HVERDAGEN
4258,2017,"Brønderslev Idrætsforening, Nordjylland",5.000 kr.,Box til hjertestarter,TRYGHED I HVERDAGEN
4259,2017,"Firkløverskolen, Midtjylland",28.500 kr.,Førstehjælp til elever,TRYGHED I HVERDAGEN - Hjertestart
4260,2017,"Vivabolig, Nordjylland",7.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
4261,2017,"Plejecenter Kildedalscentret , Midtjylland",47.800 kr.,Nu Step T4r,ANDET
4262,2017,"STU Favrskov, Midtjylland",8.000 kr.,Verden omkring mig,BØRN OG UNGE - Alle med fra start
4263,2017,"UFL Sydvest med CVR 31652766, Syddanmark",10.000 kr.,UFL Sydvest-samværdsaktivitet,BØRN OG UNGE - Alle med fra start
4264,2017,"Middelfart Mentorforening, Syddanmark",20.000 kr.,Plads til udsatte i samfundet,BØRN OG UNGE
4265,2017,"Tunøfærgen, Midtjylland",24.750 kr.,Redningsveste på Tunø havn,TRYGHED I HVERDAGEN - Respekt for vand
4266,2017,"Idrætsforeningen for Handicappede i Aalborg, Nordjylland",141.000 kr.,Nye kajakker,VOKSNE
4267,2017,"Huset, selvejende institution under Aalborg kommune , Nordjylland",7.000 kr.,Skab til hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
4268,2017,"Søndagsforeningen tilknyttet Egetoft, Syddanmark",18.250 kr.,Fællesskab og oplevelser,ÆLDRE
4269,2017,"Hospitalsenhed Vest, Midtjylland",491.713 kr.,"Medicinposen ""MMM""",ÆLDRE - Et godt liv som pårørende
4270,2017,"Nibe Roklub, Nordjylland",15.250 kr.,Tryg på vandet,TRYGHED I HVERDAGEN - Respekt for vand
4271,2017,"Aarhus Havbanesvømning, Midtjylland",40.613 kr.,Livredderafdeling,TRYGHED I HVERDAGEN - Respekt for vand
4272,2017,"Bostedet Aage Holms Vej, Nordjylland",140.000 kr.,På Tur På Trods,VOKSNE - Fællesskaber for alle
4273,2017,"Interkulturel Forening Silkeborg, Midtjylland",20.000 kr.,Et nyt syn på tilværelsen!,BØRN OG UNGE
4274,2017,"Tange Roklub, Midtjylland",13.750 kr.,Svømmeveste,TRYGHED I HVERDAGEN
4275,2017,"Aarhus Kano- og Kajakklub, Midtjylland",18.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
4276,2017,"Handicapcenter Nordøstfyn, Syddanmark",15.000 kr.,Med armlæn kommer man længst,ÆLDRE - Et godt liv som pårørende
4277,2017,"Det Blå Sted, Blå Kors Danmark, Midtjylland",300.000 kr.,Ungeindsatsen,BØRN OG UNGE
4278,2017,"Fælleshuset Rødkærsbro, Midtjylland",6.000 kr.,Konditionstræning for ældre,ÆLDRE
4279,2017,"Fagcenter for Autisme og ADHD, Nordjylland",175.000 kr.,Sanserum i specialbørnehave.,ANDET
4280,2017,"Ungdommens Røde Kors, Syddanmark",35.000 kr.,Ferielejr for udsatte børn,BØRN OG UNGE - Alle med fra start
4281,2017,"Ilskov friluftsbad , Midtjylland",5.000 kr.,Undervisning i hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
4282,2017,"KFUM Spejderne i Rækker Mølle, Midtjylland",22.375 kr.,Tømmerflådesejlads,TRYGHED I HVERDAGEN - Respekt for vand
4283,2017,"Enghaveskolens Venner, Syddanmark",13.000 kr.,Fodboldlejr for handicappede,BØRN OG UNGE
